jurisdiction,week_end_date,all_cause,septicemia,cancer,diabetes,Alzheimers,influenza_pneumonia,chronic_LRD,other_respiratory,kidney,NEC,heart_disease,CBVD
Colorado,10/19/2019,816,11,168,22,46,,48,15,15,,164,34
Colorado,10/26/2019,791,,155,17,41,,56,12,,,161,55
Colorado,11/2/2019,752,11,140,30,37,,55,19,,,123,31
Colorado,11/9/2019,788,,157,20,53,,43,,,,160,39
Colorado,11/16/2019,794,,160,21,35,,42,13,11,,156,49
Colorado,11/23/2019,762,,167,24,36,,54,10,,,156,31
Colorado,11/30/2019,737,,157,31,35,11,47,11,,,155,42
Colorado,12/7/2019,750,,165,18,38,,48,,,,161,46
Colorado,12/14/2019,785,11,172,20,51,,53,14,,,152,50
Colorado,12/21/2019,806,13,148,22,51,10,52,,,,147,45
Colorado,12/28/2019,842,,163,30,50,,43,14,,,168,49
Connecticut,1/4/2014,568,12,124,11,18,12,32,12,15,,145,26
Connecticut,1/11/2014,647,18,148,,19,16,28,16,,10,145,17
Connecticut,1/18/2014,582,20,115,,17,20,25,11,14,10,136,14
Connecticut,1/25/2014,590,13,106,14,19,13,31,17,14,,148,28
Connecticut,2/1/2014,589,10,104,11,18,10,27,17,19,,154,25
Connecticut,2/8/2014,632,17,135,12,22,16,35,10,11,,149,39
Connecticut,2/15/2014,645,13,124,22,26,25,28,,,,186,27
Connecticut,2/22/2014,645,14,144,15,16,18,27,13,13,,143,31
Connecticut,3/1/2014,637,17,154,17,28,17,19,,10,,165,32
Connecticut,3/8/2014,609,14,135,12,17,19,22,,16,14,152,23
Connecticut,3/15/2014,612,16,122,13,11,12,31,11,14,,156,23
Connecticut,3/22/2014,575,14,138,17,18,14,25,10,14,,126,29
Connecticut,3/29/2014,640,,126,21,22,15,42,10,10,,157,28
Connecticut,4/5/2014,602,12,127,15,23,15,27,,,,142,26
Connecticut,4/12/2014,624,13,151,11,24,31,32,15,,,124,27
Connecticut,4/19/2014,616,18,107,12,19,17,31,16,14,,129,32
Connecticut,4/26/2014,615,,121,10,19,26,39,15,,,158,21
Connecticut,5/3/2014,592,,131,18,21,18,32,12,,,147,19
Connecticut,5/10/2014,590,,131,12,19,13,33,,17,12,137,31
Connecticut,5/17/2014,571,,137,13,18,,23,15,,,143,18
Connecticut,5/24/2014,545,,116,10,15,16,29,10,15,,133,23
Connecticut,5/31/2014,519,15,115,,12,12,18,,13,,141,24
Connecticut,6/7/2014,555,11,121,16,15,,17,11,15,,132,29
Connecticut,6/14/2014,572,,133,12,22,,33,,,,135,26
Connecticut,6/21/2014,502,11,119,14,13,,21,10,,,114,23
Connecticut,6/28/2014,526,,128,15,11,16,29,,10,,114,17
Connecticut,7/5/2014,571,,136,11,17,11,26,,,,124,24
Connecticut,7/12/2014,527,11,114,11,16,,25,,13,,126,24
Connecticut,7/19/2014,511,13,135,,13,,25,,14,,117,24
Connecticut,7/26/2014,532,,133,14,20,,18,,,,136,14
Connecticut,8/2/2014,505,10,126,15,13,,35,10,,,111,16
Connecticut,8/9/2014,522,,132,13,15,12,21,,12,,106,26
Connecticut,8/16/2014,540,,140,15,16,10,26,10,11,,114,20
Connecticut,8/23/2014,577,18,136,15,12,,22,,18,,144,21
Connecticut,8/30/2014,524,,117,12,,11,17,13,11,,119,30
Connecticut,9/6/2014,522,,131,11,16,10,20,,,,106,26
Connecticut,9/13/2014,503,10,110,,13,,24,,12,10,105,25
Connecticut,9/20/2014,533,,113,10,17,,21,,13,12,131,21
Connecticut,9/27/2014,611,15,151,12,15,10,19,,15,10,140,27
Connecticut,10/4/2014,528,,143,15,,,26,12,,,110,21
Connecticut,10/11/2014,537,12,124,14,16,10,27,10,,,107,22
Connecticut,10/18/2014,591,,131,14,21,10,24,15,11,,131,25
Connecticut,10/25/2014,559,12,133,11,21,,20,,16,,128,27
Connecticut,11/1/2014,562,,135,16,10,,31,12,16,,127,31
Connecticut,11/8/2014,603,14,140,14,20,,28,,,,119,27
Connecticut,11/15/2014,549,15,108,11,22,11,29,11,13,,111,23
Connecticut,11/22/2014,587,10,135,11,21,,28,,,,147,36
Connecticut,11/29/2014,532,,111,17,26,,24,11,11,,134,26
Connecticut,12/6/2014,543,10,135,11,16,10,25,12,10,,124,25
Connecticut,12/13/2014,588,12,119,,25,16,17,14,13,,148,23
Connecticut,12/20/2014,644,,136,16,24,10,28,15,13,,161,29
Connecticut,12/27/2014,582,,124,20,19,10,21,19,13,,135,21
Connecticut,1/3/2015,609,12,127,15,23,11,35,,,,146,25
Connecticut,1/10/2015,647,18,128,12,22,17,32,15,11,,167,34
Connecticut,1/17/2015,652,13,148,12,21,24,33,10,12,,140,33
Connecticut,1/24/2015,700,19,138,11,22,22,24,20,20,,177,26
Connecticut,1/31/2015,680,14,137,19,22,20,34,,11,,163,21
Connecticut,2/7/2015,710,19,145,14,17,23,30,18,12,,199,30
Connecticut,2/14/2015,655,17,128,15,12,28,35,,,10,158,29
Connecticut,2/21/2015,667,16,125,17,18,22,27,15,14,,170,30
Connecticut,2/28/2015,668,17,134,11,28,26,30,16,11,,171,29
Connecticut,3/7/2015,664,16,111,18,33,22,47,12,11,,148,32
Connecticut,3/14/2015,635,14,115,11,20,17,29,10,11,,166,37
Connecticut,3/21/2015,595,18,104,,18,12,37,12,,,137,27
Connecticut,3/28/2015,672,12,141,10,18,16,40,10,14,,170,28
Connecticut,4/4/2015,615,15,130,11,24,16,30,,14,,148,31
Connecticut,4/11/2015,610,11,124,17,19,17,27,13,20,,153,19
Connecticut,4/18/2015,598,,137,14,16,16,32,11,14,,126,31
Connecticut,4/25/2015,589,10,136,,15,16,33,13,,,120,27
Connecticut,5/2/2015,579,12,126,12,19,17,30,12,13,,128,25
Connecticut,5/9/2015,562,11,129,15,21,,27,12,14,,119,24
Connecticut,5/16/2015,586,12,131,,14,11,25,,10,,155,20
Connecticut,5/23/2015,538,11,130,,15,,20,,16,,142,23
Connecticut,5/30/2015,566,17,116,19,21,,27,12,,,125,34
Connecticut,6/6/2015,542,,119,12,18,13,25,,12,,123,25
Connecticut,6/13/2015,568,,143,,18,,25,15,16,,128,26
Connecticut,6/20/2015,533,,132,12,15,12,21,,10,,136,20
Connecticut,6/27/2015,570,13,152,13,10,17,28,11,12,,124,30
Connecticut,7/4/2015,539,10,143,,12,12,17,10,14,,123,17
Connecticut,7/11/2015,588,15,138,12,20,10,24,11,13,,141,37
Connecticut,7/18/2015,576,,122,17,16,14,34,14,,,129,24
Connecticut,7/25/2015,524,,128,,13,16,27,11,,,127,21
Connecticut,8/1/2015,552,12,114,20,17,,20,,14,,122,28
Connecticut,8/8/2015,535,,127,10,20,,26,10,,,126,25
Connecticut,8/15/2015,503,18,105,13,17,14,19,,14,0,124,20
Connecticut,8/22/2015,507,12,125,,11,,23,,12,,116,17
Connecticut,8/29/2015,512,10,119,12,16,,17,,11,,133,28
Connecticut,9/5/2015,549,12,130,14,22,11,21,,,,124,28
Connecticut,9/12/2015,516,15,118,,23,,17,,13,,122,24
Connecticut,9/19/2015,572,16,148,,19,,25,,,,134,25
Connecticut,9/26/2015,550,,117,16,15,13,22,,,,117,28
Connecticut,10/3/2015,528,11,133,18,17,,23,,,,111,25
Connecticut,10/10/2015,599,15,147,12,,,24,,15,,139,24
Connecticut,10/17/2015,562,12,109,11,24,11,29,15,,,129,30
Connecticut,10/24/2015,590,,150,13,14,,17,,,,137,24
Connecticut,10/31/2015,559,14,126,,17,,20,,,,131,28
Connecticut,11/7/2015,594,10,121,10,19,,22,19,13,,150,29
Connecticut,11/14/2015,578,,132,20,19,10,34,,17,,102,27
Connecticut,11/21/2015,637,12,142,17,22,10,23,,12,,160,35
Connecticut,11/28/2015,604,,136,14,17,12,17,11,15,,143,25
Connecticut,12/5/2015,570,,132,10,21,12,31,,10,10,115,24
Connecticut,12/12/2015,562,10,118,13,24,,24,,11,,132,26
Connecticut,12/19/2015,556,15,121,14,18,,20,14,,,137,21
Connecticut,12/26/2015,549,15,106,11,23,,16,,11,,155,20
Connecticut,1/2/2016,548,,116,12,21,13,24,,,11,128,30
Connecticut,1/9/2016,626,18,147,15,18,,33,11,12,,145,19
Connecticut,1/16/2016,610,12,154,10,19,16,11,12,12,,135,29
Connecticut,1/23/2016,621,14,138,15,21,,27,15,10,,152,34
Connecticut,1/30/2016,605,17,128,19,24,12,35,,12,,148,21
Connecticut,2/6/2016,654,17,122,12,25,13,39,12,15,,148,32
Connecticut,2/13/2016,621,14,140,16,23,15,39,,12,,138,32
Connecticut,2/20/2016,605,12,121,12,21,10,29,16,10,,160,19
Connecticut,2/27/2016,574,15,130,11,17,,25,12,13,,143,30
Connecticut,3/5/2016,692,,138,12,27,17,43,13,13,,168,18
Connecticut,3/12/2016,633,18,137,11,23,18,28,12,10,,151,31
Connecticut,3/19/2016,578,17,121,12,14,16,31,16,13,,125,21
Connecticut,3/26/2016,635,15,128,13,18,19,34,15,20,,154,21
Connecticut,4/2/2016,559,14,127,10,22,21,35,18,11,,123,20
Connecticut,4/9/2016,641,14,133,10,28,14,39,18,23,,146,27
Connecticut,4/16/2016,604,14,127,,19,13,33,10,14,,150,25
Connecticut,4/23/2016,650,12,133,17,25,15,29,,11,,153,27
Connecticut,4/30/2016,569,13,99,13,16,20,37,,14,,141,23
Connecticut,5/7/2016,569,12,119,14,16,14,30,14,14,,124,23
Connecticut,5/14/2016,594,,132,12,28,,36,13,,,136,24
Connecticut,5/21/2016,537,13,116,16,15,,26,11,,,132,27
Connecticut,5/28/2016,545,13,128,16,16,12,21,,11,,126,20
Connecticut,6/4/2016,561,10,125,12,16,,24,,,,149,24
Connecticut,6/11/2016,560,,126,10,17,,32,,12,,133,25
Connecticut,6/18/2016,571,12,123,21,16,,23,10,15,,141,20
Connecticut,6/25/2016,541,,135,10,19,10,29,,10,,122,14
Connecticut,7/2/2016,558,,130,18,21,,25,,14,,119,32
Connecticut,7/9/2016,529,,136,15,15,12,27,12,,,104,21
Connecticut,7/16/2016,570,,130,12,30,,29,12,,,115,24
Connecticut,7/23/2016,539,15,120,,16,11,18,,,,128,27
Connecticut,7/30/2016,473,,112,12,11,,13,10,11,,109,20
Connecticut,8/6/2016,552,13,136,,15,,23,12,,,123,25
Connecticut,8/13/2016,500,11,110,,17,,23,,10,,125,26
Connecticut,8/20/2016,575,13,138,10,13,,22,,10,,130,18
Connecticut,8/27/2016,546,,128,,17,,22,11,17,,127,16
Connecticut,9/3/2016,504,,96,,21,,19,12,12,,107,21
Connecticut,9/10/2016,533,,124,23,22,,22,,,,115,24
Connecticut,9/17/2016,526,,129,12,14,12,20,10,,,116,21
Connecticut,9/24/2016,509,,117,18,20,,19,,,,114,20
Connecticut,10/1/2016,549,,152,13,11,15,24,10,,,120,21
Connecticut,10/8/2016,617,13,154,14,19,17,20,13,14,,126,22
Connecticut,10/15/2016,539,12,116,17,21,12,17,,12,,122,22
Connecticut,10/22/2016,614,15,139,,28,,27,12,,,152,22
Connecticut,10/29/2016,561,,123,10,13,10,19,,12,11,156,19
Connecticut,11/5/2016,636,13,163,18,17,,19,,15,13,129,26
Connecticut,11/12/2016,616,15,125,16,21,10,29,,,,141,34
Connecticut,11/19/2016,634,10,124,21,33,13,29,,,11,126,34
Connecticut,11/26/2016,646,,140,15,24,12,27,,13,,156,33
Connecticut,12/3/2016,627,,151,,23,,31,,13,12,124,29
Connecticut,12/10/2016,616,14,104,16,29,13,34,13,,,142,22
Connecticut,12/17/2016,641,,127,11,21,,26,15,10,15,163,29
Connecticut,12/24/2016,628,19,142,18,22,,29,,,10,140,32
Connecticut,12/31/2016,646,,145,21,22,15,35,,13,,150,22
Connecticut,1/7/2017,656,10,130,18,16,18,28,18,15,,128,31
Connecticut,1/14/2017,661,17,124,14,22,15,38,,17,,132,37
Connecticut,1/21/2017,694,17,130,17,26,20,31,11,,10,151,32
Connecticut,1/28/2017,654,22,126,16,24,13,32,,14,10,148,33
Connecticut,2/4/2017,664,15,123,13,23,22,36,12,11,,162,29
Connecticut,2/11/2017,733,12,156,20,17,32,33,13,,11,163,23
Connecticut,2/18/2017,676,12,103,15,25,24,45,15,,,179,24
Connecticut,2/25/2017,676,17,127,14,31,39,31,,15,,156,23
Connecticut,3/4/2017,614,12,110,14,21,16,36,12,,,130,39
Connecticut,3/11/2017,641,16,132,22,34,11,24,,13,,156,27
Connecticut,3/18/2017,596,,126,19,22,18,26,20,12,,127,31
Connecticut,3/25/2017,628,16,137,12,22,14,41,12,19,,143,20
Connecticut,4/1/2017,643,13,134,13,25,13,27,,,,145,30
Connecticut,4/8/2017,656,16,125,15,30,14,36,14,15,,155,29
Connecticut,4/15/2017,631,14,133,13,27,13,37,15,,,139,38
Connecticut,4/22/2017,602,,127,11,16,10,27,10,18,,155,24
Connecticut,4/29/2017,617,11,123,23,24,11,30,14,16,,141,21
Connecticut,5/6/2017,541,,140,,26,16,23,10,10,,117,19
Connecticut,5/13/2017,560,15,144,16,21,,29,,,,108,24
Connecticut,5/20/2017,559,16,106,,19,15,24,13,,,160,23
Connecticut,5/27/2017,580,12,122,12,22,,37,,16,,126,16
Connecticut,6/3/2017,589,12,127,13,24,12,43,11,14,,130,30
Connecticut,6/10/2017,575,19,125,,17,13,24,,18,,128,34
Connecticut,6/17/2017,580,11,126,18,17,16,20,15,13,,140,27
Connecticut,6/24/2017,606,11,138,,20,,31,,10,,142,18
Connecticut,7/1/2017,568,14,147,16,17,12,24,,,,123,22
Connecticut,7/8/2017,548,14,123,,16,11,26,,,,118,21
Connecticut,7/15/2017,550,13,121,13,25,,27,15,14,,126,13
Connecticut,7/22/2017,571,,140,,17,10,22,,10,,120,29
Connecticut,7/29/2017,554,,134,15,19,,24,10,12,,120,22
Connecticut,8/5/2017,582,,124,,13,14,31,14,,,149,34
Connecticut,8/12/2017,529,10,107,13,18,,21,18,,,103,28
Connecticut,8/19/2017,528,,123,12,13,,22,10,11,,122,29
Connecticut,8/26/2017,539,,129,,10,16,20,,10,,118,19
Connecticut,9/2/2017,535,10,105,16,13,,22,11,10,,142,29
Connecticut,9/9/2017,567,18,123,15,15,,26,12,10,12,121,26
Connecticut,9/16/2017,598,,135,13,24,,28,15,11,,152,24
Connecticut,9/23/2017,562,,132,,18,,23,19,,,133,28
Connecticut,9/30/2017,544,11,119,13,17,,33,13,,10,121,27
Connecticut,10/7/2017,597,,133,,19,14,34,12,,,131,25
Connecticut,10/14/2017,607,,145,,12,,32,,,10,127,25
Connecticut,10/21/2017,565,10,133,14,25,,17,,11,,139,24
Connecticut,10/28/2017,540,,110,10,16,12,32,,,,129,27
Connecticut,11/4/2017,598,13,108,,29,,28,16,,,131,34
Connecticut,11/11/2017,595,10,121,15,22,15,19,,,10,158,37
Connecticut,11/18/2017,643,11,150,14,24,15,22,12,11,10,129,34
Connecticut,11/25/2017,589,10,132,15,29,,22,11,12,,126,19
Connecticut,12/2/2017,625,,120,15,20,13,28,12,,11,142,28
Connecticut,12/9/2017,676,15,155,14,18,14,35,,17,13,142,26
Connecticut,12/16/2017,644,11,148,12,23,14,24,11,13,,147,29
Connecticut,12/23/2017,669,14,136,18,26,13,28,10,12,14,145,37
Connecticut,12/30/2017,662,15,137,13,22,20,18,21,10,,153,27
Connecticut,1/6/2018,690,14,135,13,23,23,32,21,20,,160,35
Connecticut,1/13/2018,793,15,146,21,28,34,34,16,16,,184,43
Connecticut,1/20/2018,683,18,141,17,25,20,26,13,,10,160,25
Connecticut,1/27/2018,672,,123,13,24,43,36,10,,12,160,32
Connecticut,2/3/2018,656,12,111,13,27,42,37,11,12,10,141,27
Connecticut,2/10/2018,669,18,130,16,16,20,36,10,16,10,156,32
Connecticut,2/17/2018,637,12,117,15,17,34,35,15,14,,133,32
Connecticut,2/24/2018,631,12,119,15,19,35,23,13,12,13,127,32
Connecticut,3/3/2018,630,,118,16,19,29,31,14,22,,150,32
Connecticut,3/10/2018,617,15,121,12,22,24,22,,,12,148,13
Connecticut,3/17/2018,612,16,123,12,18,29,30,10,13,13,133,20
Connecticut,3/24/2018,609,,132,13,32,18,26,15,12,,131,28
Connecticut,3/31/2018,626,13,124,14,23,20,29,,12,,148,26
Connecticut,4/7/2018,658,,146,14,29,13,34,10,,,138,28
Connecticut,4/14/2018,659,16,136,13,17,16,31,17,,,166,28
Connecticut,4/21/2018,581,17,122,11,21,16,31,12,,,155,30
Connecticut,4/28/2018,654,,131,17,14,22,32,10,22,,157,35
Connecticut,5/5/2018,591,18,106,13,20,,33,12,10,,146,23
Connecticut,5/12/2018,591,16,120,,22,,26,13,13,11,125,28
Connecticut,5/19/2018,546,,129,14,11,10,27,18,,,133,26
Connecticut,5/26/2018,572,11,123,14,16,,29,11,16,,140,25
Connecticut,6/2/2018,533,,126,14,19,,23,,,,125,25
Connecticut,6/9/2018,573,,136,12,15,11,32,19,,,132,17
Connecticut,6/16/2018,543,,103,12,25,12,26,,16,10,127,21
Connecticut,6/23/2018,542,,107,10,14,,27,,,,116,22
Connecticut,6/30/2018,545,,124,13,15,,22,12,17,,114,17
Connecticut,7/7/2018,609,17,126,13,15,11,22,,20,,139,31
Connecticut,7/14/2018,573,10,118,18,19,,24,11,14,,124,30
Connecticut,7/21/2018,574,,130,,14,,24,,11,11,133,23
Connecticut,7/28/2018,536,,127,10,16,,25,,,,135,20
Connecticut,8/4/2018,589,15,144,,17,10,27,,14,,116,31
Connecticut,8/11/2018,555,,113,16,27,,21,,14,,133,30
Connecticut,8/18/2018,539,10,114,10,19,,34,,,,125,24
Connecticut,8/25/2018,551,12,126,11,,13,31,,12,,132,28
Connecticut,9/1/2018,559,,129,14,12,14,21,,15,,137,20
Connecticut,9/8/2018,573,10,133,14,16,,22,,10,,115,28
Connecticut,9/15/2018,566,13,131,,20,12,24,,10,,122,26
Connecticut,9/22/2018,571,10,122,18,21,,27,,11,,126,28
Connecticut,9/29/2018,585,,135,16,18,,22,,,,143,30
Connecticut,10/6/2018,576,11,146,16,,12,21,11,11,,147,22
Connecticut,10/13/2018,561,,128,13,17,11,24,,,,127,26
Connecticut,10/20/2018,613,14,128,11,18,14,26,,10,,124,30
Connecticut,10/27/2018,612,11,114,19,23,,25,11,,10,156,21
Connecticut,11/3/2018,607,20,131,15,16,,14,12,14,,154,23
Connecticut,11/10/2018,575,10,118,,18,,23,10,15,,124,26
Connecticut,11/17/2018,594,12,115,12,24,14,33,,13,,135,32
Connecticut,11/24/2018,612,10,123,18,21,,25,11,12,,142,25
Connecticut,12/1/2018,617,12,112,,20,10,35,,10,,155,26
Connecticut,12/8/2018,603,12,132,15,20,12,30,,13,,125,46
Connecticut,12/15/2018,638,,137,13,15,,28,,,,157,35
Connecticut,12/22/2018,644,13,128,17,21,14,42,10,21,,143,20
Connecticut,12/29/2018,588,,119,11,23,12,19,11,,,154,20
Connecticut,1/5/2019,630,12,127,17,15,,22,,,13,160,31
Connecticut,1/12/2019,627,,128,14,26,17,27,,12,,157,26
Connecticut,1/19/2019,627,19,122,18,12,17,46,12,15,,148,27
Connecticut,1/26/2019,733,15,144,24,25,23,29,,21,,171,29
Connecticut,2/2/2019,657,12,133,16,21,15,40,14,18,,152,24
Connecticut,2/9/2019,688,14,145,20,30,16,34,13,,,170,26
Connecticut,2/16/2019,669,13,101,23,17,15,30,10,22,,175,35
Connecticut,2/23/2019,680,14,138,15,22,22,32,14,12,12,151,22
Connecticut,3/2/2019,653,17,119,12,18,13,30,13,,,164,28
Connecticut,3/9/2019,644,18,131,20,12,13,31,12,15,,142,30
Connecticut,3/16/2019,677,14,129,10,31,27,30,15,13,,162,23
Connecticut,3/23/2019,681,10,136,14,25,12,31,10,12,,170,31
Connecticut,3/30/2019,629,15,121,13,18,13,38,14,,,143,33
Connecticut,4/6/2019,636,14,118,18,24,17,30,,12,12,139,22
Connecticut,4/13/2019,655,17,134,23,11,16,29,12,19,,146,40
Connecticut,4/20/2019,598,16,111,15,28,13,35,,17,16,146,25
Connecticut,4/27/2019,608,13,139,13,13,,30,15,14,,133,33
Connecticut,5/4/2019,613,17,125,11,17,16,23,15,13,,151,20
Connecticut,5/11/2019,578,13,109,12,17,11,18,11,11,,132,29
Connecticut,5/18/2019,574,10,121,16,21,,33,10,,,154,13
Connecticut,5/25/2019,584,12,136,17,11,,31,,14,,139,26
Connecticut,6/1/2019,557,,116,,20,11,23,,12,,129,23
Connecticut,6/8/2019,666,16,140,19,16,23,35,10,15,13,119,34
Connecticut,6/15/2019,536,,119,18,15,,30,10,16,,114,25
Connecticut,6/22/2019,538,10,109,,12,,36,,11,,127,32
Connecticut,6/29/2019,589,10,125,15,18,,24,14,,,133,29
Connecticut,7/6/2019,588,11,119,15,17,10,26,12,11,,136,32
Connecticut,7/13/2019,590,11,120,15,21,10,32,,13,,142,30
Connecticut,7/20/2019,559,,132,12,13,,16,13,13,,124,19
Connecticut,7/27/2019,586,11,129,,24,,22,11,11,,139,19
Connecticut,8/3/2019,560,,128,10,19,,30,,10,10,124,27
Connecticut,8/10/2019,596,12,127,14,,,22,11,,,150,26
Connecticut,8/17/2019,557,,125,,16,10,16,,,,130,16
Connecticut,8/24/2019,565,,119,12,21,,22,13,12,,116,17
Connecticut,8/31/2019,590,,128,15,20,,18,,,,132,20
Connecticut,9/7/2019,562,10,98,15,18,10,38,,,,131,30
Connecticut,9/14/2019,550,12,140,16,10,10,20,,,,125,23
Connecticut,9/21/2019,596,,119,19,16,,19,12,,11,131,26
Connecticut,9/28/2019,562,12,123,14,15,,28,,16,,122,15
Connecticut,10/5/2019,579,,119,17,16,,18,,11,,155,27
Connecticut,10/12/2019,576,11,137,12,17,12,20,12,,,130,23
Connecticut,10/19/2019,603,,133,13,16,,24,10,14,,120,40
Connecticut,10/26/2019,555,13,113,,19,,17,,,,121,32
Connecticut,11/2/2019,611,12,142,17,19,,15,,10,11,124,18
Connecticut,11/9/2019,602,,122,11,20,,15,10,14,,155,25
Connecticut,11/16/2019,637,10,131,16,22,13,23,10,,13,153,26
Connecticut,11/23/2019,643,15,149,12,21,10,24,10,11,10,129,32
Connecticut,11/30/2019,657,,150,19,23,,25,10,16,12,131,34
Connecticut,12/7/2019,625,10,107,16,19,11,31,,11,13,149,25
Connecticut,12/14/2019,642,11,123,19,24,,27,13,16,10,141,20
Connecticut,12/21/2019,646,12,137,,23,11,24,13,17,15,166,25
Connecticut,12/28/2019,625,16,112,11,20,14,30,15,12,19,126,36
Delaware,1/4/2014,161,,34,,,,,,,,43,11
Delaware,1/11/2014,158,,25,,,,11,,,0,37,10
Delaware,1/18/2014,169,,37,,,,12,,,,52,10
Delaware,1/25/2014,173,,45,,,,,,,,49,
Delaware,2/1/2014,157,,27,,,,19,,10,0,33,
Delaware,2/8/2014,167,,34,,,,11,,,,40,
Delaware,2/15/2014,156,,42,,,,,,,,37,
Delaware,2/22/2014,156,,30,10,,,11,0,,,32,
Delaware,3/1/2014,161,,33,,,,,,,,36,13
Delaware,3/8/2014,179,,49,,,,14,,,,44,
Delaware,3/15/2014,156,,36,,,,10,,,,36,
Delaware,3/22/2014,173,,49,,,,,0,,,40,
Delaware,3/29/2014,174,,43,,,,,,,,38,14
Delaware,4/5/2014,154,,42,,,,10,0,,0,24,11
Delaware,4/12/2014,156,,47,,,,15,,,,24,13
Delaware,4/19/2014,177,,48,,,,,,,0,44,
Delaware,4/26/2014,163,0,39,,,,11,,,0,44,14
Delaware,5/3/2014,156,,25,,,,12,,,0,27,10
Delaware,5/10/2014,168,,35,,,,,,,,41,11
Delaware,5/17/2014,151,,37,,0,,,,,,42,
Delaware,5/24/2014,165,,44,,,,11,,,,29,
Delaware,5/31/2014,153,,35,0,,,14,,,,29,10
Delaware,6/7/2014,155,,36,,,,10,,0,,33,
Delaware,6/14/2014,176,,41,,,,,,,,42,
Delaware,6/21/2014,166,,42,,,,,,,,31,
Delaware,6/28/2014,133,,32,,,,11,,,,27,
Delaware,7/5/2014,147,,33,,,,10,,,,29,10
Delaware,7/12/2014,143,,41,,,,10,,0,,30,
Delaware,7/19/2014,125,,29,,,,10,,,0,23,
Delaware,7/26/2014,141,,44,,,0,,,,,28,
Delaware,8/2/2014,138,,31,,,,,,,,30,
Delaware,8/9/2014,155,,36,0,,,,0,,,29,10
Delaware,8/16/2014,145,,35,,,,,0,,0,37,
Delaware,8/23/2014,147,0,37,,,,,0,,0,34,
Delaware,8/30/2014,160,0,36,,,,,,,,39,
Delaware,9/6/2014,140,,30,,,0,,,,,31,10
Delaware,9/13/2014,140,,29,,,0,,,,,25,
Delaware,9/20/2014,141,,30,,,,,,,,40,
Delaware,9/27/2014,162,,44,,,,,,,,29,14
Delaware,10/4/2014,161,,48,,,,,,,,31,
Delaware,10/11/2014,166,,48,,,,,,,0,37,10
Delaware,10/18/2014,161,,42,,,,,,,,40,
Delaware,10/25/2014,160,,33,,,,10,,,,39,
Delaware,11/1/2014,160,,39,,,,12,,,,33,13
Delaware,11/8/2014,152,,39,11,,,,,0,,30,
Delaware,11/15/2014,169,,32,,,,,,,0,40,10
Delaware,11/22/2014,161,,44,,,,15,0,,0,36,
Delaware,11/29/2014,171,,40,,,,,,,,44,10
Delaware,12/6/2014,165,,35,,,,,,,0,46,10
Delaware,12/13/2014,179,0,39,,,,,,,,57,
Delaware,12/20/2014,178,,35,,,,10,,,,46,11
Delaware,12/27/2014,169,,27,,,,,,,,46,15
Delaware,1/3/2015,194,,57,,,,10,,,,47,
Delaware,1/10/2015,234,,36,,,11,13,,,,64,
Delaware,1/17/2015,213,,34,,,10,11,,,,49,
Delaware,1/24/2015,179,,39,,,,11,,,,39,13
Delaware,1/31/2015,199,,43,,11,12,16,0,,,42,
Delaware,2/7/2015,169,,42,,,,,,,0,40,
Delaware,2/14/2015,180,,33,,11,,11,,,,42,12
Delaware,2/21/2015,197,0,45,,,,11,,,0,54,11
Delaware,2/28/2015,178,,43,,,,18,0,,0,29,12
Delaware,3/7/2015,168,,33,,,,11,,0,,40,13
Delaware,3/14/2015,171,,38,,,,13,,,0,40,
Delaware,3/21/2015,160,,34,,,,10,,,,29,11
Delaware,3/28/2015,168,,47,,,,,,,,43,
Delaware,4/4/2015,174,,49,,,,,,,0,36,
Delaware,4/11/2015,175,,36,,,0,,,,,47,10
Delaware,4/18/2015,167,,43,,10,,,,,0,43,10
Delaware,4/25/2015,167,,29,,,,13,0,,0,43,11
Delaware,5/2/2015,174,,32,,,,14,,,,46,
Delaware,5/9/2015,177,,42,,,,,,,,51,
Delaware,5/16/2015,149,,52,,,,13,,,0,27,
Delaware,5/23/2015,150,,37,,,,13,0,,0,33,
Delaware,5/30/2015,150,0,37,,,,,,,0,39,10
Delaware,6/6/2015,127,,37,,,,,,0,,31,
Delaware,6/13/2015,161,,34,,,,10,,,,35,11
Delaware,6/20/2015,169,,43,,,,,0,,,33,16
Delaware,6/27/2015,142,,45,0,0,,,,,,28,13
Delaware,7/4/2015,160,,44,,,,14,,,,34,
Delaware,7/11/2015,154,,31,,,,,,,,43,
Delaware,7/18/2015,167,,34,,,,,,,,37,12
Delaware,7/25/2015,164,,42,,,,,,,,26,10
Delaware,8/1/2015,132,,37,,,,,,,0,23,10
Delaware,8/8/2015,148,,38,,,,,,,,33,10
Delaware,8/15/2015,157,,29,,,,,,,,37,
Delaware,8/22/2015,144,,37,,,,,,,0,20,13
Delaware,8/29/2015,171,,36,,,,,,,0,44,
Delaware,9/5/2015,146,,45,,,,,,,0,34,
Delaware,9/12/2015,170,,32,,,0,,,,,46,13
Delaware,9/19/2015,142,,28,,,,,0,,0,43,
Delaware,9/26/2015,157,,39,,,,11,,,0,30,
Delaware,10/3/2015,160,,39,,,,,,,0,42,
Delaware,10/10/2015,153,0,34,,,,15,,,0,28,
Delaware,10/17/2015,147,,32,0,,,10,0,,,33,
Delaware,10/24/2015,172,,39,,,,11,,,0,40,15
