jurisdiction,week_end_date,all_cause,septicemia,cancer,diabetes,Alzheimers,influenza_pneumonia,chronic_LRD,other_respiratory,kidney,NEC,heart_disease,CBVD,COVID19_UCOD
Colorado,10/31/2020,901,,151,28,57,,46,,10,23,143,45,84
Colorado,11/7/2020,1004,12,163,18,67,,52,,,33,143,51,143
Colorado,11/14/2020,1036,,149,19,46,,58,14,20,36,152,46,193
Colorado,11/21/2020,1123,11,155,21,49,,56,13,,53,160,42,222
Colorado,11/28/2020,1202,11,176,26,60,,54,,,50,181,46,294
Colorado,12/5/2020,1231,13,161,26,50,,63,14,11,67,142,29,372
Colorado,12/12/2020,1222,12,152,24,58,,45,15,,73,155,42,347
Colorado,12/19/2020,1091,,163,33,40,,29,15,,76,137,43,284
Colorado,12/26/2020,830,,141,13,31,,33,10,,95,116,34,140
Colorado,1/2/2021,666,,105,16,35,,29,,,83,107,23,67
Colorado,1/9/2021,615,,113,20,36,,25,,,81,99,32,34
Connecticut,1/4/2020,632,11,123,12,15,,17,11,13,,159,29,0
Connecticut,1/11/2020,629,15,133,14,19,19,35,,,10,134,28,0
Connecticut,1/18/2020,638,,144,10,23,12,28,16,11,14,150,22,0
Connecticut,1/25/2020,652,14,138,16,27,14,27,13,,,155,25,0
Connecticut,2/1/2020,680,11,133,15,13,22,33,13,17,,164,28,0
Connecticut,2/8/2020,647,20,129,13,18,21,28,16,,,146,19,0
Connecticut,2/15/2020,634,15,120,15,23,18,32,10,11,14,151,32,0
Connecticut,2/22/2020,649,14,139,18,12,21,19,15,10,,162,25,0
Connecticut,2/29/2020,632,13,112,17,20,27,33,,11,13,152,28,0
Connecticut,3/7/2020,622,,109,19,13,,37,15,15,13,138,24,0
Connecticut,3/14/2020,629,13,128,16,17,15,27,15,11,18,129,37,0
Connecticut,3/21/2020,660,10,150,18,14,14,25,12,10,10,141,33,10
Connecticut,3/28/2020,740,14,122,13,22,14,36,13,,14,160,37,44
Connecticut,4/4/2020,882,14,121,14,27,21,26,12,11,18,154,29,205
Connecticut,4/11/2020,1260,15,140,27,33,16,36,14,14,14,173,24,494
Connecticut,4/18/2020,1382,14,125,18,25,11,20,19,17,19,171,27,650
Connecticut,4/25/2020,1339,12,117,21,26,12,25,21,10,17,133,33,648
Connecticut,5/2/2020,1168,,129,22,31,12,22,13,20,10,130,26,542
Connecticut,5/9/2020,1054,12,123,18,27,,19,22,,,123,27,443
Connecticut,5/16/2020,949,,119,16,19,,23,14,13,10,134,24,363
Connecticut,5/23/2020,819,,106,14,24,,27,18,10,,122,26,256
Connecticut,5/30/2020,751,,116,12,21,,15,13,10,11,133,28,190
Connecticut,6/6/2020,660,13,107,13,22,10,25,17,,13,116,30,102
Connecticut,6/13/2020,630,,135,19,23,,15,,,,106,27,69
Connecticut,6/20/2020,573,,132,17,20,,15,12,,,105,25,35
Connecticut,6/27/2020,591,11,126,16,14,,21,,,,132,26,32
Connecticut,7/4/2020,544,,115,12,17,,21,,12,,126,21,17
Connecticut,7/11/2020,602,,137,11,17,,25,,,,134,18,17
Connecticut,7/18/2020,559,10,115,15,13,,21,16,,,122,33,12
Connecticut,7/25/2020,580,,110,16,27,,22,,,,136,28,12
Connecticut,8/1/2020,545,,127,15,19,,12,,,11,123,23,
Connecticut,8/8/2020,585,,132,20,27,,18,10,,,123,29,
Connecticut,8/15/2020,565,,131,16,18,,23,,,10,125,29,
Connecticut,8/22/2020,558,,114,19,26,,25,,12,,109,23,
Connecticut,8/29/2020,521,,116,13,18,,15,,,,103,28,
Connecticut,9/5/2020,559,,116,16,25,13,15,,,,108,26,
Connecticut,9/12/2020,563,14,126,,14,13,19,10,,15,115,26,
Connecticut,9/19/2020,570,11,126,14,15,,22,,12,10,119,23,11
Connecticut,9/26/2020,636,11,129,17,17,,34,,,11,145,38,
Connecticut,10/3/2020,616,,147,17,28,,23,10,12,17,121,25,16
Connecticut,10/10/2020,624,11,148,10,19,,14,14,13,26,119,31,12
Connecticut,10/17/2020,597,12,133,15,19,,17,10,14,20,126,34,27
Connecticut,10/24/2020,659,,139,18,25,,27,10,12,40,122,25,26
Connecticut,10/31/2020,601,12,122,17,13,,16,,19,37,114,24,48
Connecticut,11/7/2020,604,,120,17,17,,17,,,54,111,32,43
Connecticut,11/14/2020,632,,110,14,19,,17,12,16,45,123,24,59
Connecticut,11/21/2020,679,12,113,12,20,,20,,10,44,123,24,107
Connecticut,11/28/2020,641,,106,10,22,,16,,,41,126,24,122
Connecticut,12/5/2020,443,,70,,,,16,,,36,67,,116
Connecticut,12/12/2020,285,,42,,,,,,,36,34,,69
Connecticut,12/19/2020,246,,30,,,,,,,40,45,11,60
Connecticut,12/26/2020,195,,25,,,,,,0,32,46,,32
Connecticut,1/2/2021,101,,13,,,,,0,,13,23,,22
Connecticut,1/9/2021,34,0,,0,,0,,,0,,,,
Delaware,1/4/2020,199,,37,,,,11,,,,50,14,0
Delaware,1/11/2020,194,0,33,,,,13,0,,,45,13,0
Delaware,1/18/2020,190,,25,,12,,13,0,,,44,,0
Delaware,1/25/2020,190,,37,,,,,,,,48,18,0
Delaware,2/1/2020,183,,34,,,,10,,,,35,10,0
Delaware,2/8/2020,191,,45,,,,10,,,,33,10,0
Delaware,2/15/2020,202,,55,,,,,,,,45,11,0
Delaware,2/22/2020,194,0,43,,,,,,,,43,15,0
Delaware,2/29/2020,164,,28,,,,14,,,,35,11,0
Delaware,3/7/2020,200,,37,,,,11,,12,,44,12,0
Delaware,3/14/2020,189,0,48,,11,,,,,,47,,0
Delaware,3/21/2020,221,,50,,,10,,,,,47,15,0
Delaware,3/28/2020,188,,36,,,,10,,,,37,15,
Delaware,4/4/2020,215,,40,,,,12,0,,11,52,11,
Delaware,4/11/2020,219,,46,,14,,12,,,,38,,24
Delaware,4/18/2020,228,,46,,,,10,,,,29,15,41
Delaware,4/25/2020,285,,42,,,,,,,,53,15,60
Delaware,5/2/2020,251,,32,,,,,,,,34,20,70
Delaware,5/9/2020,270,,35,,,,13,,,,40,,64
Delaware,5/16/2020,276,,40,,12,,,,,,39,13,74
Delaware,5/23/2020,222,0,44,,,,,,,0,45,13,42
Delaware,5/30/2020,226,,37,,,,,,,,39,16,46
Delaware,6/6/2020,181,,28,,,,,,,,28,14,21
Delaware,6/13/2020,200,,42,,10,,,0,,,35,15,16
Delaware,6/20/2020,161,,27,,,,13,,,,36,,
Delaware,6/27/2020,201,,48,,,,,,,,40,12,
Delaware,7/4/2020,201,0,39,,,,,,,,45,12,
Delaware,7/11/2020,194,,36,,,,10,,,,48,14,
Delaware,7/18/2020,191,,53,,,,,,,,45,16,
Delaware,7/25/2020,199,,41,,,0,,,,,51,,
Delaware,8/1/2020,195,,44,,,,,,,,45,17,
Delaware,8/8/2020,197,,38,,13,,,,,,58,12,
Delaware,8/15/2020,186,,37,,,,13,,,,40,16,
Delaware,8/22/2020,194,0,49,10,,,,,,,34,11,
Delaware,8/29/2020,189,0,43,,,,10,,,,42,17,
Delaware,9/5/2020,206,,40,,,,,,,,51,16,
Delaware,9/12/2020,198,,41,,10,,14,,,,41,16,
Delaware,9/19/2020,161,,38,,,,,,,,26,13,
Delaware,9/26/2020,200,0,36,,10,,,,,,41,22,
Delaware,10/3/2020,200,,43,,12,,,,,,38,13,12
Delaware,10/10/2020,200,,50,,,,10,,,,31,16,12
Delaware,10/17/2020,199,,41,,,,,,,,36,18,13
Delaware,10/24/2020,209,,47,,,,,,,12,36,18,16
Delaware,10/31/2020,180,0,32,,,,,,,,40,14,18
Delaware,11/7/2020,178,0,32,,,,,,,13,36,14,12
Delaware,11/14/2020,157,,29,,,,,,,,24,,12
Delaware,11/21/2020,205,,42,,10,,10,,,15,37,18,15
Delaware,11/28/2020,158,0,27,,12,,,,,13,22,14,15
Delaware,12/5/2020,165,,45,,,,10,,,13,31,11,13
Delaware,12/12/2020,184,,41,,10,,10,,,12,24,,19
Delaware,12/19/2020,156,,23,,,,,0,0,,50,10,17
Delaware,12/26/2020,152,0,38,0,10,,,,,,20,14,17
Delaware,1/2/2021,145,,29,,10,,,,,,29,13,11
Delaware,1/9/2021,111,,20,0,,,,,,,27,,11
District of Columbia,1/4/2020,132,,20,0,0,,,,0,0,33,,0
District of Columbia,1/11/2020,128,,21,,,,,0,0,,26,16,0
District of Columbia,1/18/2020,140,,28,,,,,0,,,33,11,0
District of Columbia,1/25/2020,131,,32,,,,,,,0,26,,0
District of Columbia,2/1/2020,143,,25,,,,,,0,,41,,0
District of Columbia,2/8/2020,131,,20,,,,,,,,33,,0
District of Columbia,2/15/2020,122,,18,,,,,0,,0,30,,0
District of Columbia,2/22/2020,104,,20,,,,0,,0,,23,,0
District of Columbia,2/29/2020,135,,25,,,0,,,,0,26,10,0
District of Columbia,3/7/2020,118,,23,,0,,,,,0,22,,0
District of Columbia,3/14/2020,114,0,32,,,,,,,0,20,,0
District of Columbia,3/21/2020,129,,29,,,,,0,,0,24,,
District of Columbia,3/28/2020,130,,21,,,,,,0,,34,11,
District of Columbia,4/4/2020,156,,22,,,0,,,0,,31,,25
District of Columbia,4/11/2020,193,,35,,,,,0,,,38,10,37
District of Columbia,4/18/2020,202,,22,,,,,,,,39,,59
District of Columbia,4/25/2020,242,,26,,,,,0,,,37,11,90
District of Columbia,5/2/2020,215,,25,,,,,0,,0,33,,75
District of Columbia,5/9/2020,214,,19,,,,,,,,28,,86
District of Columbia,5/16/2020,185,,16,,0,,,,,,22,,71
District of Columbia,5/23/2020,181,,31,,,,,,,,36,,46
District of Columbia,5/30/2020,169,,23,,0,,,,0,0,33,,42
District of Columbia,6/6/2020,149,,18,,0,,,,,0,27,,36
District of Columbia,6/13/2020,147,,17,0,,,,0,0,,30,10,30
District of Columbia,6/20/2020,132,,22,,,,,0,,,24,,25
District of Columbia,6/27/2020,129,,19,,,0,,,0,,24,,18
District of Columbia,7/4/2020,122,,18,,,0,,0,,0,21,,13
District of Columbia,7/11/2020,138,,27,,,,,,0,,28,,
District of Columbia,7/18/2020,121,,23,,0,,,0,,0,26,,10
District of Columbia,7/25/2020,123,,24,,0,0,,,,,28,,
District of Columbia,8/1/2020,130,0,24,,,,,0,,,36,12,
District of Columbia,8/8/2020,117,0,14,,,,,,0,,19,10,
District of Columbia,8/15/2020,117,,22,,0,,,,,,23,,
District of Columbia,8/22/2020,113,0,22,,,0,,,,,24,,10
District of Columbia,8/29/2020,139,,22,,,,,,,0,31,,
District of Columbia,9/5/2020,142,,19,,,,,,,,32,,
District of Columbia,9/12/2020,125,,22,,,,,0,0,,31,,
District of Columbia,9/19/2020,106,,16,,0,,,0,,,22,,
District of Columbia,9/26/2020,112,0,18,,,,,,,,34,,
District of Columbia,10/3/2020,136,,23,,0,,,,,,21,,
District of Columbia,10/10/2020,142,,24,,,,,0,,,26,13,12
District of Columbia,10/17/2020,117,,22,,,0,,,0,10,15,12,
District of Columbia,10/24/2020,105,0,23,,,,,0,,,20,,
District of Columbia,10/31/2020,125,,24,,,,,0,,11,31,,
District of Columbia,11/7/2020,135,,27,0,,,,,0,,30,11,
District of Columbia,11/14/2020,128,,22,,0,,,,0,17,22,,
District of Columbia,11/21/2020,130,,20,,,,,,,13,25,,16
District of Columbia,11/28/2020,114,,24,,0,,,,,,17,,10
District of Columbia,12/5/2020,143,,26,,,0,,,0,14,28,11,14
District of Columbia,12/12/2020,151,,19,,,,0,0,,16,38,,13
District of Columbia,12/19/2020,97,,15,,0,0,,,,,23,,11
District of Columbia,12/26/2020,85,,16,,0,0,,,,13,18,,
District of Columbia,1/2/2021,87,,11,0,,,,0,,,22,,
District of Columbia,1/9/2021,66,,11,,0,0,,0,,11,12,,
Florida,1/4/2020,4340,60,873,136,127,87,265,59,75,55,1013,277,0
Florida,1/11/2020,4409,54,896,132,124,87,288,63,55,60,1021,315,0
Florida,1/18/2020,4384,54,867,121,129,76,287,66,72,75,1000,344,0
Florida,1/25/2020,4387,54,930,124,144,91,282,55,66,65,1003,300,0
Florida,2/1/2020,4419,55,888,153,141,76,268,66,69,74,993,312,0
Florida,2/8/2020,4385,47,878,160,142,79,255,65,76,63,1062,289,0
Florida,2/15/2020,4358,54,884,131,122,87,285,65,77,53,1021,297,0
Florida,2/22/2020,4416,66,925,136,126,80,252,61,68,69,956,327,0
Florida,2/29/2020,4399,49,883,120,127,80,263,60,73,69,1045,297,0
Florida,3/7/2020,4520,45,925,148,131,91,287,42,65,77,1006,310,
Florida,3/14/2020,4435,49,927,125,127,85,273,65,80,67,980,329,
Florida,3/21/2020,4362,63,890,131,129,101,276,60,61,63,951,275,16
Florida,3/28/2020,4461,60,934,149,128,88,249,76,43,75,959,303,91
Florida,4/4/2020,4497,63,883,138,123,91,256,57,51,73,973,312,210
Florida,4/11/2020,4545,49,915,149,132,72,235,50,64,78,942,282,287
Florida,4/18/2020,4416,54,848,164,150,59,226,41,58,51,911,296,296
Florida,4/25/2020,4554,49,864,148,158,61,255,36,55,67,930,314,293
Florida,5/2/2020,4351,52,861,157,142,50,204,49,48,54,849,296,279
Florida,5/9/2020,4407,56,861,139,119,61,216,52,69,45,932,259,257
Florida,5/16/2020,4280,47,866,137,132,57,233,38,57,65,890,292,219
Florida,5/23/2020,4360,45,869,152,132,53,216,41,57,53,946,263,200
Florida,5/30/2020,4211,45,823,137,133,45,187,45,70,50,891,270,193
Florida,6/6/2020,4264,43,884,116,142,50,211,45,69,63,898,285,171
Florida,6/13/2020,4256,40,826,125,116,48,203,48,53,64,944,300,162
Florida,6/20/2020,4408,37,865,152,131,48,218,43,59,59,915,311,192
Florida,6/27/2020,4503,51,832,134,132,44,216,52,57,78,953,298,270
Florida,7/4/2020,4726,49,880,163,146,62,202,50,63,76,998,272,410
Florida,7/11/2020,5084,58,860,168,128,53,238,53,64,81,1048,296,701
Florida,7/18/2020,5507,58,807,181,167,64,221,55,64,95,984,323,1062
Florida,7/25/2020,5704,46,888,170,164,63,217,47,52,73,1029,316,1266
Florida,8/1/2020,5791,40,891,152,183,63,228,38,58,87,1022,313,1361
Florida,8/8/2020,5586,40,905,138,151,44,208,48,65,96,958,294,1256
Florida,8/15/2020,5510,52,873,137,166,51,222,40,79,100,983,337,1057
Florida,8/22/2020,5202,43,877,173,150,67,228,50,54,87,956,303,856
Florida,8/29/2020,5011,51,857,153,164,49,201,48,64,86,965,297,721
Florida,9/5/2020,4757,56,836,140,143,46,208,52,67,75,954,292,579
Florida,9/12/2020,4511,64,837,133,120,60,197,43,44,97,876,287,457
Florida,9/19/2020,4667,48,904,141,138,52,195,50,57,98,972,265,380
Florida,9/26/2020,4443,55,880,134,152,45,188,52,60,96,891,293,355
Florida,10/3/2020,4346,55,882,132,122,43,200,41,73,133,880,244,287
Florida,10/10/2020,4524,49,843,158,137,52,196,44,59,127,888,313,288
Florida,10/17/2020,4386,46,906,137,131,58,202,49,64,119,870,259,296
Florida,10/24/2020,4333,40,877,132,146,37,194,50,61,119,899,295,260
Florida,10/31/2020,4261,45,852,136,112,55,187,40,55,154,854,281,262
Florida,11/7/2020,4302,36,834,135,126,42,173,35,62,186,904,283,267
Florida,11/14/2020,4480,47,849,152,137,54,214,44,59,144,914,296,365
Florida,11/21/2020,4548,62,856,176,132,52,206,45,57,190,915,295,355
Florida,11/28/2020,4608,65,856,135,142,51,207,57,51,217,890,278,442
Florida,12/5/2020,4870,51,855,149,143,57,226,65,53,234,946,340,513
Florida,12/12/2020,4994,37,894,159,148,58,247,47,74,242,977,332,513
Florida,12/19/2020,4625,61,864,131,139,51,220,43,43,249,884,321,505
Florida,12/26/2020,4018,49,792,118,124,37,192,37,60,232,828,258,356
Florida,1/2/2021,3896,53,716,129,142,50,195,42,55,249,862,277,247
Florida,1/9/2021,3214,33,617,106,98,45,171,39,50,207,667,220,254
Georgia,1/4/2020,1801,41,337,61,83,61,99,44,41,23,401,93,0
Georgia,1/11/2020,1801,40,342,43,109,44,118,51,41,20,398,74,0
Georgia,1/18/2020,1745,38,318,54,95,39,106,40,46,28,389,93,0
Georgia,1/25/2020,1829,35,368,51,99,54,115,40,52,20,397,77,0
Georgia,2/1/2020,1794,29,357,56,75,34,106,39,47,26,411,100,0
Georgia,2/8/2020,1780,29,351,56,81,45,96,31,39,24,418,104,0
Georgia,2/15/2020,1758,39,323,50,85,34,98,46,48,23,414,89,0
Georgia,2/22/2020,1746,37,335,49,90,49,107,41,37,23,398,86,0
Georgia,2/29/2020,1857,37,387,63,80,29,100,57,43,27,400,93,0
Georgia,3/7/2020,1753,42,325,43,82,37,80,35,37,27,433,97,
Georgia,3/14/2020,1780,29,325,52,88,39,103,45,27,43,392,90,
Georgia,3/21/2020,1772,35,377,47,69,40,98,41,47,15,369,90,39
Georgia,3/28/2020,1878,38,374,54,81,40,98,57,46,28,370,115,94
Georgia,4/4/2020,2030,39,361,51,108,42,111,52,37,23,357,94,209
Georgia,4/11/2020,2036,45,329,62,109,44,106,44,37,23,414,84,203
Georgia,4/18/2020,2028,33,309,61,102,37,85,35,64,26,415,109,247
Georgia,4/25/2020,2034,35,334,59,131,28,93,42,28,29,374,101,234
Georgia,5/2/2020,1970,38,323,42,102,27,100,42,37,22,394,82,252
Georgia,5/9/2020,1983,37,331,59,105,34,89,53,38,35,393,74,183
Georgia,5/16/2020,1955,34,366,61,107,23,98,40,37,21,387,87,170
Georgia,5/23/2020,1903,30,345,43,105,20,84,44,39,26,396,94,142
Georgia,5/30/2020,1772,30,301,52,94,19,101,47,40,24,357,91,121
Georgia,6/6/2020,1770,31,341,37,89,24,77,46,38,21,369,72,101
Georgia,6/13/2020,1734,22,331,37,74,32,82,33,41,27,369,78,104
Georgia,6/20/2020,1769,44,329,53,81,27,84,45,49,35,377,72,78
Georgia,6/27/2020,1810,37,347,44,83,22,89,50,46,20,361,80,116
Georgia,7/4/2020,1873,31,320,63,95,11,73,35,52,26,423,86,126
Georgia,7/11/2020,1966,38,328,56,88,19,89,50,38,23,439,72,197
Georgia,7/18/2020,2156,29,380,61,102,25,81,36,35,35,417,88,262
Georgia,7/25/2020,2157,34,340,44,96,33,78,44,33,24,413,104,341
Georgia,8/1/2020,2173,29,340,54,96,27,102,39,32,38,402,93,379
Georgia,8/8/2020,2177,39,322,58,93,32,87,40,44,23,372,84,420
Georgia,8/15/2020,2228,37,352,59,98,28,90,48,42,31,435,76,403
Georgia,8/22/2020,2235,26,353,62,79,23,94,45,43,28,426,110,378
Georgia,8/29/2020,2110,36,348,54,88,30,74,44,45,41,392,88,319
Georgia,9/5/2020,2012,37,341,61,94,29,95,35,31,31,346,84,240
Georgia,9/12/2020,2035,39,330,54,81,27,90,30,46,35,397,97,239
Georgia,9/19/2020,1893,29,345,51,76,20,78,43,34,30,377,100,196
Georgia,9/26/2020,1965,25,367,56,97,27,78,47,31,21,409,99,196
Georgia,10/3/2020,1893,36,312,45,83,27,78,39,45,40,427,98,146
Georgia,10/10/2020,1836,50,347,63,95,17,68,52,35,23,389,73,147
Georgia,10/17/2020,1859,44,306,51,102,32,86,38,47,30,401,88,134
Georgia,10/24/2020,1898,32,349,47,100,20,97,46,40,35,399,97,157
Georgia,10/31/2020,1853,41,310,45,72,23,76,47,39,23,396,96,183
Georgia,11/7/2020,1910,41,325,56,74,21,102,55,37,24,385,98,188
Georgia,11/14/2020,1942,37,353,67,93,21,68,47,46,41,387,78,207
Georgia,11/21/2020,1823,45,326,48,83,16,87,36,28,36,397,86,194
Georgia,11/28/2020,1863,29,341,40,95,20,79,38,59,29,387,73,204
Georgia,12/5/2020,1934,32,335,56,93,23,94,44,38,33,405,91,234
Georgia,12/12/2020,1795,41,348,41,83,22,79,47,34,32,348,93,214
Georgia,12/19/2020,1700,34,296,47,96,26,78,35,26,32,354,78,200
Georgia,12/26/2020,1315,18,226,29,66,27,58,40,33,26,279,76,155
Georgia,1/2/2021,1211,21,200,24,72,22,61,40,26,23,264,69,128
Georgia,1/9/2021,840,,130,26,59,10,37,25,17,,193,25,118
Hawaii,1/4/2020,241,,33,,,12,10,,,,67,18,0
Hawaii,1/11/2020,242,,40,,,,,,,,54,15,0
Hawaii,1/18/2020,215,,38,10,12,,,,,,44,19,0
Hawaii,1/25/2020,242,,42,10,12,,10,,,,58,16,0
Hawaii,2/1/2020,242,,41,,,,,,,,71,23,0
Hawaii,2/8/2020,235,,45,,,,,,,0,57,13,0
Hawaii,2/15/2020,281,,54,13,,12,10,,,,58,14,0
Hawaii,2/22/2020,249,,43,,,,11,,,,71,17,0
Hawaii,2/29/2020,238,,48,,,,,,,,63,11,0
Hawaii,3/7/2020,239,,50,,12,,,,,,63,15,0
Hawaii,3/14/2020,243,,52,,18,,,,,,56,10,0
Hawaii,3/21/2020,212,,42,,11,,13,,,,40,14,0
Hawaii,3/28/2020,235,,62,,11,11,11,,,,53,10,0
Hawaii,4/4/2020,235,,47,,12,,10,,,,54,18,
Hawaii,4/11/2020,221,,60,,12,,,,,,45,17,
Hawaii,4/18/2020,211,0,52,,13,,,,,,38,26,
Hawaii,4/25/2020,200,,52,,,,,,,,37,11,
Hawaii,5/2/2020,222,,49,,13,,,,,,42,12,
Hawaii,5/9/2020,210,,46,,,,10,,,,36,17,0
Hawaii,5/16/2020,230,,55,,10,,,,,0,38,24,0
Hawaii,5/23/2020,208,,35,,11,,12,,,,53,18,0
Hawaii,5/30/2020,200,,52,,10,,,,,,45,17,0
Hawaii,6/6/2020,217,,48,,13,,,,,,58,12,0
Hawaii,6/13/2020,203,,40,,,,,,,,46,15,0
Hawaii,6/20/2020,245,,49,,13,,12,,,,43,18,0
Hawaii,6/27/2020,236,,57,,17,,,,,,50,12,
Hawaii,7/4/2020,207,0,49,,10,0,,,,,38,15,
Hawaii,7/11/2020,238,,52,,10,,,,,,55,26,0
Hawaii,7/18/2020,225,,62,,15,,,,,,39,11,
Hawaii,7/25/2020,219,,46,,,,,,,,52,14,
Hawaii,8/1/2020,216,,59,,,,,,,,49,15,0
Hawaii,8/8/2020,230,,45,,11,,,,,,56,20,
Hawaii,8/15/2020,222,,40,10,,,,,,,49,15,
Hawaii,8/22/2020,244,0,47,,13,,,,,,54,18,14
Hawaii,8/29/2020,255,,49,,18,,,,,,48,10,31
Hawaii,9/5/2020,235,,44,,10,,,,,,48,20,28
Hawaii,9/12/2020,273,0,62,,18,,,,,,45,23,31
Hawaii,9/19/2020,242,,47,,11,,,,,,44,12,29
Hawaii,9/26/2020,242,,48,,11,,,,,,44,15,24
Hawaii,10/3/2020,214,,39,,,,,,,,42,,18
Hawaii,10/10/2020,231,,41,,,,,,,,51,13,19
Hawaii,10/17/2020,236,,49,,14,,,,,15,41,19,17
Hawaii,10/24/2020,236,,53,,13,,,,,15,43,11,13
Hawaii,10/31/2020,236,,52,,,,,,,13,44,13,10
Hawaii,11/7/2020,231,,41,,,,,,,25,51,20,
Hawaii,11/14/2020,247,0,58,,15,,,,,17,48,18,
Hawaii,11/21/2020,222,,52,,12,,,,,14,45,15,
Hawaii,11/28/2020,214,,40,,,,,0,,23,42,16,
Hawaii,12/5/2020,230,,43,,11,,,,,23,56,10,12
Hawaii,12/12/2020,208,,33,,11,,,,,28,45,19,
Hawaii,12/19/2020,231,,45,,,,,,,40,48,22,
Hawaii,12/26/2020,154,,20,,,,,,,37,29,,
Hawaii,1/2/2021,172,,39,,,,,,,34,27,,
Hawaii,1/9/2021,154,,26,,,,,,,39,18,10,
Idaho,1/4/2020,278,,68,,14,,19,,,,44,13,0
Idaho,1/11/2020,292,,71,11,11,,25,,,,58,15,0
Idaho,1/18/2020,293,,59,12,12,,24,,,,65,13,0
Idaho,1/25/2020,275,,51,12,11,,21,,,,57,19,0
Idaho,2/1/2020,249,0,44,,,,19,,,,56,15,0
Idaho,2/8/2020,292,,50,12,12,,18,,,,63,16,0
Idaho,2/15/2020,279,,48,,11,,16,,,,63,16,0
Idaho,2/22/2020,318,,64,12,12,,20,,,,69,13,0
Idaho,2/29/2020,290,,67,,15,,20,,,,58,15,0
Idaho,3/7/2020,278,0,66,10,,,14,,,,61,10,0
Idaho,3/14/2020,282,0,52,,16,,22,,,,64,13,0
Idaho,3/21/2020,308,,66,,11,,17,0,,,69,10,0
Idaho,3/28/2020,332,,64,13,20,,20,,,,62,18,
Idaho,4/4/2020,271,,51,,19,11,,,,,60,11,
Idaho,4/11/2020,306,,63,10,15,,19,,,,53,12,21
Idaho,4/18/2020,283,,56,10,18,0,17,,,,48,16,12
Idaho,4/25/2020,262,0,51,,10,,20,,,,63,10,12
Idaho,5/2/2020,252,,50,,,,17,,,,65,10,
Idaho,5/9/2020,304,0,72,10,17,,13,,,,52,16,
Idaho,5/16/2020,269,,50,,,,14,,,,50,12,
Idaho,5/23/2020,262,,40,13,,,14,,,,47,13,
Idaho,5/30/2020,279,,61,,10,,18,0,,,64,14,
Idaho,6/6/2020,292,,70,,11,,16,,,,76,13,
Idaho,6/13/2020,287,,58,,16,,12,,,,68,14,
Idaho,6/20/2020,282,,56,,13,,19,,,,62,14,0
Idaho,6/27/2020,296,,61,14,15,,18,,,0,53,11,
Idaho,7/4/2020,281,,47,,,,20,,,,69,17,
Idaho,7/11/2020,287,,41,14,12,,,,,,63,17,15
Idaho,7/18/2020,312,,59,,12,,15,,,,57,15,22
Idaho,7/25/2020,328,,61,,12,,13,,,0,62,17,44
Idaho,8/1/2020,327,,52,15,17,,19,,,,70,,46
Idaho,8/8/2020,312,,65,10,12,,14,,,,47,13,36
Idaho,8/15/2020,319,,38,12,17,,19,,,,74,15,32
Idaho,8/22/2020,360,,68,,19,,13,,,,55,21,55
Idaho,8/29/2020,327,0,60,13,13,,15,,,,61,14,25
Idaho,9/5/2020,352,,61,,15,,12,,,,76,20,30
Idaho,9/12/2020,321,0,65,,23,,20,,,,61,17,23
Idaho,9/19/2020,320,,61,,20,0,17,,,10,61,17,13
Idaho,9/26/2020,292,,50,15,16,,,,,,54,14,24
Idaho,10/3/2020,327,,59,,13,,20,,,11,64,12,25
Idaho,10/10/2020,299,,58,,13,0,11,0,,,55,17,20
Idaho,10/17/2020,326,,52,,16,,16,,,10,68,17,28
Idaho,10/24/2020,340,,62,,15,,19,,,17,64,11,39
Idaho,10/31/2020,350,,50,10,18,,22,0,,10,65,11,62
Idaho,11/7/2020,365,0,58,,16,,13,,,15,60,18,65
Idaho,11/14/2020,408,0,61,,25,,17,,,18,66,,77
Idaho,11/21/2020,388,,52,11,19,,13,0,,15,64,17,82
Idaho,11/28/2020,420,,81,13,23,,10,,,17,75,16,78
Idaho,12/5/2020,391,,56,,16,,23,,,10,51,18,107
Idaho,12/12/2020,364,,52,12,18,,11,,,19,50,19,83
Idaho,12/19/2020,346,,49,11,16,,14,,,17,52,16,72
Idaho,12/26/2020,240,,45,10,16,,10,,,,43,15,27
Idaho,1/2/2021,178,0,33,,,,13,,,15,44,,
Idaho,1/9/2021,102,,21,,,,,0,,,22,,
Illinois,1/4/2020,2191,29,427,57,74,45,106,43,57,26,521,119,
Illinois,1/11/2020,2252,46,477,65,93,57,131,27,43,23,511,131,0
Illinois,1/18/2020,2231,30,476,59,94,62,116,39,70,21,489,140,
Illinois,1/25/2020,2199,32,448,72,87,55,110,21,51,20,517,136,0
Illinois,2/1/2020,2137,33,450,61,76,72,120,26,60,27,482,131,0
Illinois,2/8/2020,2232,26,449,63,74,52,117,32,58,31,543,116,0
Illinois,2/15/2020,2217,32,452,59,88,61,117,32,60,21,524,130,0
Illinois,2/22/2020,2206,35,460,65,82,63,118,40,55,15,504,117,0
Illinois,2/29/2020,2208,32,460,56,86,62,110,36,49,26,538,115,0
Illinois,3/7/2020,2254,39,467,66,73,93,134,27,53,18,525,119,0
Illinois,3/14/2020,2191,35,455,54,75,87,98,38,61,23,530,127,
Illinois,3/21/2020,2281,36,472,49,102,84,127,33,57,33,510,119,14
