jurisdiction,week_end_date,all_cause,septicemia,cancer,diabetes,Alzheimers,influenza_pneumonia,chronic_LRD,other_respiratory,kidney,NEC,heart_disease,CBVD,COVID19_UCOD
Illinois,9/5/2020,2195,36,422,65,90,33,91,26,39,62,504,114,103
Illinois,9/12/2020,2077,19,412,49,82,18,87,24,44,71,451,133,96
Illinois,9/19/2020,2078,28,412,69,84,37,88,21,29,80,462,109,103
Illinois,9/26/2020,2292,27,482,64,73,38,91,30,44,105,474,131,116
Illinois,10/3/2020,2129,24,447,57,79,38,90,23,36,93,449,121,114
Illinois,10/10/2020,2318,26,432,71,87,39,85,31,42,100,496,132,152
Illinois,10/17/2020,2265,23,408,60,94,40,100,29,38,98,478,121,182
Illinois,10/24/2020,2260,32,412,64,98,41,84,22,44,121,447,121,210
Illinois,10/31/2020,2423,25,433,65,106,28,91,27,56,129,490,112,286
Illinois,11/7/2020,2634,29,441,69,105,36,91,29,47,168,485,144,451
Illinois,11/14/2020,2744,29,435,65,88,30,86,29,47,222,481,144,556
Illinois,11/21/2020,2537,22,408,67,70,36,97,14,45,206,452,101,574
Indiana,1/5/2019,1326,19,256,48,57,28,104,22,29,,305,68,0
Indiana,1/12/2019,1329,25,277,39,45,17,103,24,30,,281,63,0
Indiana,1/19/2019,1276,25,232,42,50,19,112,35,29,,277,70,0
Indiana,1/26/2019,1325,25,254,46,53,22,107,24,25,12,295,78,0
Indiana,2/2/2019,1387,32,271,52,63,23,96,17,34,,323,71,0
Indiana,2/9/2019,1407,19,260,36,44,32,101,28,28,15,315,75,0
Indiana,2/16/2019,1309,19,251,41,52,38,113,30,34,,283,53,0
Indiana,2/23/2019,1367,26,248,57,51,20,108,24,35,,297,64,0
Indiana,3/2/2019,1277,30,265,42,62,27,80,16,30,,287,53,0
Indiana,3/9/2019,1331,29,240,56,61,31,90,22,20,,282,81,0
Indiana,3/16/2019,1375,24,268,51,48,37,104,21,27,11,339,54,0
Indiana,3/23/2019,1337,34,250,36,57,28,109,26,22,,314,65,0
Indiana,3/30/2019,1317,19,283,52,55,35,90,29,26,,264,77,0
Indiana,4/6/2019,1356,22,269,40,39,27,86,25,22,11,293,76,0
Indiana,4/13/2019,1251,21,248,32,45,22,79,23,37,,266,69,0
Indiana,4/20/2019,1262,31,253,41,38,18,96,23,26,,311,74,0
Indiana,4/27/2019,1276,31,252,47,41,22,78,20,37,,305,64,0
Indiana,5/4/2019,1262,21,243,43,61,15,91,25,28,,277,66,0
Indiana,5/11/2019,1290,29,258,45,44,19,102,27,26,,289,66,0
Indiana,5/18/2019,1255,23,239,47,46,12,106,26,34,10,295,50,0
Indiana,5/25/2019,1300,29,272,35,51,18,96,22,20,13,303,70,0
Indiana,6/1/2019,1213,19,241,21,56,14,82,19,27,11,331,47,0
Indiana,6/8/2019,1214,15,254,28,50,17,92,20,21,,244,73,0
Indiana,6/15/2019,1206,16,293,29,42,15,88,18,27,,287,60,0
Indiana,6/22/2019,1233,20,259,31,48,11,82,29,30,,276,58,0
Indiana,6/29/2019,1219,17,266,30,61,16,84,21,34,15,259,46,0
Indiana,7/6/2019,1201,17,258,40,44,12,79,22,20,,272,60,0
Indiana,7/13/2019,1171,22,229,32,37,15,77,19,25,10,240,79,0
Indiana,7/20/2019,1258,17,267,44,47,10,78,16,21,15,270,78,0
Indiana,7/27/2019,1155,17,231,31,46,,69,23,26,,239,66,0
Indiana,8/3/2019,1177,20,262,33,44,14,81,23,21,,253,60,0
Indiana,8/10/2019,1186,19,236,39,44,,88,24,33,,249,55,0
Indiana,8/17/2019,1247,21,259,32,51,13,81,24,23,,286,74,0
Indiana,8/24/2019,1141,18,246,29,47,,88,21,24,,249,53,0
Indiana,8/31/2019,1147,21,236,23,51,,88,17,22,,261,54,0
Indiana,9/7/2019,1217,28,252,31,36,12,88,28,28,11,254,58,0
Indiana,9/14/2019,1284,21,274,43,48,,81,20,14,11,275,62,0
Indiana,9/21/2019,1208,25,261,37,37,12,93,18,25,14,235,62,0
Indiana,9/28/2019,1232,25,271,35,49,10,64,21,29,,274,76,0
Indiana,10/5/2019,1190,23,239,38,56,12,82,19,23,12,265,50,0
Indiana,10/12/2019,1246,30,278,27,43,13,86,20,33,,264,72,0
Indiana,10/19/2019,1266,23,263,35,54,17,81,18,27,13,277,57,0
Indiana,10/26/2019,1272,20,260,34,51,15,69,25,21,,281,73,0
Indiana,11/2/2019,1341,28,275,48,60,14,97,28,30,,263,61,0
Indiana,11/9/2019,1278,23,247,49,49,17,82,21,24,11,305,74,0
Indiana,11/16/2019,1291,31,260,41,57,14,90,15,26,,271,62,0
Indiana,11/23/2019,1321,22,288,47,45,11,98,25,34,10,297,56,0
Indiana,11/30/2019,1320,22,239,60,54,,92,24,27,,300,72,0
Indiana,12/7/2019,1339,20,280,37,62,22,95,30,33,,288,66,0
Indiana,12/14/2019,1326,29,242,48,45,23,90,29,32,,291,64,0
Indiana,12/21/2019,1404,21,256,47,71,26,106,16,38,,297,63,0
Indiana,12/28/2019,1325,27,262,46,46,20,105,22,26,,295,77,0
Indiana,1/4/2020,1469,27,258,47,51,42,116,30,40,,334,61,0
Indiana,1/11/2020,1386,21,243,40,54,37,110,27,29,,317,57,0
Indiana,1/18/2020,1389,28,285,49,51,22,95,20,36,,316,64,0
Indiana,1/25/2020,1421,27,269,55,56,27,110,17,34,,314,64,0
Indiana,2/1/2020,1378,25,296,51,48,21,83,29,39,,293,73,0
Indiana,2/8/2020,1362,28,267,48,61,29,100,21,22,,296,80,0
Indiana,2/15/2020,1429,21,275,40,62,25,112,26,29,11,324,64,0
Indiana,2/22/2020,1407,24,292,37,56,26,99,22,31,,305,72,0
Indiana,2/29/2020,1447,31,272,47,60,39,107,23,37,,319,74,0
Indiana,3/7/2020,1369,19,259,43,72,32,97,24,32,14,319,73,0
Indiana,3/14/2020,1402,22,307,36,49,43,110,23,37,,301,65,0
Indiana,3/21/2020,1326,14,248,44,61,27,95,32,26,12,273,71,14
Indiana,3/28/2020,1485,24,304,52,63,40,96,22,34,,296,65,46
Indiana,4/4/2020,1581,33,250,67,74,37,108,29,30,11,291,63,145
Indiana,4/11/2020,1628,17,241,51,67,28,116,28,28,,323,65,223
Indiana,4/18/2020,1507,20,257,40,49,21,73,22,26,,307,66,253
Indiana,4/25/2020,1593,23,256,38,66,28,84,23,28,,279,68,283
Indiana,5/2/2020,1530,12,246,34,64,20,98,20,32,,255,58,271
Indiana,5/9/2020,1578,23,254,50,58,17,71,15,26,,285,65,238
Indiana,5/16/2020,1566,17,262,55,54,14,91,23,28,,265,67,235
Indiana,5/23/2020,1467,12,239,41,47,15,76,19,24,,305,57,175
Indiana,5/30/2020,1377,20,248,37,44,10,94,20,22,,294,58,131
Indiana,6/6/2020,1390,22,246,53,47,,83,12,28,,288,53,125
Indiana,6/13/2020,1386,23,255,55,57,,79,17,20,,278,60,110
Indiana,6/20/2020,1349,19,242,41,51,16,65,14,30,,260,66,100
Indiana,6/27/2020,1373,18,273,60,42,16,65,16,18,,287,55,56
Indiana,7/4/2020,1337,24,272,46,55,12,79,18,17,,289,61,53
Indiana,7/11/2020,1351,21,245,45,46,11,66,17,26,,287,57,70
Indiana,7/18/2020,1376,32,269,42,50,10,73,22,27,12,283,59,58
Indiana,7/25/2020,1309,21,262,55,43,15,84,14,28,10,241,60,62
Indiana,8/1/2020,1355,24,277,57,46,16,83,21,35,11,244,57,67
Indiana,8/8/2020,1337,24,267,38,44,12,65,21,28,,280,46,70
Indiana,8/15/2020,1360,17,246,53,40,10,93,17,37,,292,49,87
Indiana,8/22/2020,1347,15,232,42,66,13,84,20,28,,293,45,89
Indiana,8/29/2020,1350,25,253,39,48,10,90,17,20,11,263,60,66
Indiana,9/5/2020,1257,18,241,34,51,13,67,22,20,,263,59,67
Indiana,9/12/2020,1318,31,269,49,40,11,81,18,29,,263,58,77
Indiana,9/19/2020,1384,19,268,48,54,13,83,21,31,,268,53,81
Indiana,9/26/2020,1414,20,263,45,56,10,74,23,30,12,275,70,82
Indiana,10/3/2020,1376,21,245,47,60,13,76,20,20,11,267,55,112
Indiana,10/10/2020,1382,22,249,40,49,12,74,19,25,,299,75,123
Indiana,10/17/2020,1462,18,270,34,43,13,75,,27,17,293,90,180
Indiana,10/24/2020,1415,25,254,32,43,22,82,28,23,21,259,61,181
Indiana,10/31/2020,1467,26,244,45,54,22,94,14,27,18,257,54,235
Indiana,11/7/2020,1462,22,242,45,50,11,80,25,24,20,263,60,259
Indiana,11/14/2020,1323,20,226,33,43,23,75,21,30,11,231,60,237
Indiana,11/21/2020,918,12,171,34,50,13,58,16,17,15,161,37,108
Iowa,1/5/2019,628,,115,23,26,13,36,12,,11,157,28,0
Iowa,1/12/2019,597,15,106,21,17,,41,13,,,167,18,0
Iowa,1/19/2019,615,,115,13,29,17,46,,11,,152,30,0
Iowa,1/26/2019,615,,104,11,19,24,47,,,,163,30,0
Iowa,2/2/2019,619,,143,14,26,12,43,12,,,141,35,0
Iowa,2/9/2019,581,10,112,16,29,10,55,11,,14,127,27,0
Iowa,2/16/2019,625,,121,21,37,13,36,16,,,160,26,0
Iowa,2/23/2019,650,,144,12,22,10,44,11,,,159,35,0
Iowa,3/2/2019,603,12,114,20,17,15,41,,,10,136,36,0
Iowa,3/9/2019,589,,121,16,28,21,28,11,11,,134,36,0
Iowa,3/16/2019,634,,118,17,25,24,43,14,17,,148,23,0
Iowa,3/23/2019,633,,114,12,15,16,44,,10,,154,32,0
Iowa,3/30/2019,607,,123,20,27,20,29,11,,11,154,28,0
Iowa,4/6/2019,583,,137,16,20,11,38,,,10,152,22,0
Iowa,4/13/2019,597,,117,16,26,11,26,,10,,154,26,0
Iowa,4/20/2019,588,,121,11,33,17,41,10,,,159,27,0
Iowa,4/27/2019,548,,107,17,26,19,41,,10,,131,21,0
Iowa,5/4/2019,564,,104,17,28,,43,11,,,159,21,0
Iowa,5/11/2019,569,,107,13,20,10,42,10,11,,138,27,0
Iowa,5/18/2019,529,13,113,18,23,,25,,,,135,19,0
Iowa,5/25/2019,585,,143,18,27,11,39,,10,,129,27,0
Iowa,6/1/2019,553,10,140,16,17,,34,,,10,144,17,0
Iowa,6/8/2019,581,,124,19,33,,22,,,15,160,18,0
Iowa,6/15/2019,589,,102,15,15,,43,,,10,161,28,0
Iowa,6/22/2019,542,,129,18,23,,24,,11,,113,29,0
Iowa,6/29/2019,554,11,116,15,19,,30,,,,120,28,0
Iowa,7/6/2019,557,,122,20,25,,32,,,,137,27,0
Iowa,7/13/2019,622,,117,17,31,,32,10,,,143,25,0
Iowa,7/20/2019,538,,99,16,25,13,16,11,,,128,28,0
Iowa,7/27/2019,560,,117,19,19,11,40,,,,131,27,0
Iowa,8/3/2019,561,14,133,18,25,,30,12,,11,126,18,0
Iowa,8/10/2019,551,10,113,12,24,,30,10,,,141,20,0
Iowa,8/17/2019,511,10,106,15,23,10,28,,,10,121,21,0
Iowa,8/24/2019,584,,117,17,26,12,33,15,11,,135,39,0
Iowa,8/31/2019,535,,123,12,16,,23,,,,133,18,0
Iowa,9/7/2019,571,,137,13,25,,32,13,,,137,25,0
Iowa,9/14/2019,572,,132,18,28,,36,,,,118,32,0
Iowa,9/21/2019,538,,135,12,34,,36,,,,127,21,0
Iowa,9/28/2019,559,10,126,19,29,,40,,,,119,31,0
Iowa,10/5/2019,613,,139,26,26,,31,16,17,,142,26,0
Iowa,10/12/2019,592,,125,12,25,15,36,,,10,142,28,0
Iowa,10/19/2019,595,,128,14,25,,54,12,,,138,28,0
Iowa,10/26/2019,601,,122,19,21,,35,13,,,149,26,0
Iowa,11/2/2019,615,,137,15,38,10,27,,12,10,141,22,0
Iowa,11/9/2019,604,,128,15,28,14,31,,14,,130,29,0
Iowa,11/16/2019,606,,130,12,38,,40,14,,,144,29,0
Iowa,11/23/2019,631,,126,15,24,11,40,,11,12,155,29,0
Iowa,11/30/2019,553,,110,18,25,13,30,10,,,147,22,0
Iowa,12/7/2019,654,,129,23,42,,33,,10,,175,23,0
Iowa,12/14/2019,599,,98,16,28,16,35,11,13,,168,24,0
Iowa,12/21/2019,629,,112,18,32,13,39,,12,10,152,32,0
Iowa,12/28/2019,636,10,117,14,37,,41,10,10,,158,22,0
Iowa,1/4/2020,664,,115,19,28,12,62,18,,11,168,24,0
Iowa,1/11/2020,647,,147,24,38,17,33,13,,11,151,26,0
Iowa,1/18/2020,620,,116,27,23,17,52,17,,10,161,20,0
Iowa,1/25/2020,640,11,108,16,31,12,49,,,,174,30,0
Iowa,2/1/2020,615,,118,17,28,16,50,,,,142,27,0
Iowa,2/8/2020,637,,120,17,31,15,40,12,10,,163,34,0
Iowa,2/15/2020,600,,125,19,25,17,26,,,11,141,31,0
Iowa,2/22/2020,643,12,113,24,24,14,35,13,10,,157,25,0
Iowa,2/29/2020,642,,122,24,20,15,28,18,,,169,35,0
Iowa,3/7/2020,624,10,114,20,27,23,50,10,,,141,23,0
Iowa,3/14/2020,636,,136,13,27,26,40,,,,156,22,0
Iowa,3/21/2020,597,,103,17,21,22,35,14,10,,140,22,0
Iowa,3/28/2020,595,10,110,13,38,21,44,12,,,135,28,
Iowa,4/4/2020,608,15,123,19,39,18,39,,,13,123,19,16
Iowa,4/11/2020,596,12,136,16,28,,30,,10,,130,37,21
Iowa,4/18/2020,633,,144,17,39,11,15,,14,,146,26,36
Iowa,4/25/2020,586,,116,23,16,11,25,,,13,112,24,49
Iowa,5/2/2020,673,,110,17,26,,39,14,,12,147,27,66
Iowa,5/9/2020,700,,142,27,26,,37,,,,146,24,85
Iowa,5/16/2020,674,,129,18,32,,35,,,,151,26,98
Iowa,5/23/2020,617,,115,22,26,,23,10,,,117,34,93
Iowa,5/30/2020,631,,117,18,31,,26,10,11,12,131,17,86
Iowa,6/6/2020,598,,96,23,26,,23,,15,,134,27,67
Iowa,6/13/2020,587,,126,16,28,,29,,,10,125,23,35
Iowa,6/20/2020,574,,112,15,23,,20,10,,,133,24,27
Iowa,6/27/2020,549,,115,15,25,,33,,,,123,24,19
Iowa,7/4/2020,595,,126,16,21,,25,10,,,137,26,17
Iowa,7/11/2020,563,,117,19,23,,24,,,10,128,26,20
Iowa,7/18/2020,601,,130,20,25,,22,14,,,126,32,39
Iowa,7/25/2020,649,,111,17,26,11,26,,15,14,151,22,40
Iowa,8/1/2020,644,,116,18,25,,29,14,,,146,19,49
Iowa,8/8/2020,644,,112,21,34,,26,,,,141,31,50
Iowa,8/15/2020,662,,116,16,20,,22,,,,143,34,48
Iowa,8/22/2020,621,,110,22,30,,26,,10,,133,21,57
Iowa,8/29/2020,686,,121,21,20,,29,,11,,152,29,65
Iowa,9/5/2020,589,,97,21,26,,31,10,,,126,20,50
Iowa,9/12/2020,629,10,115,24,24,,34,,,10,128,32,53
Iowa,9/19/2020,626,,93,18,27,,32,,11,12,141,24,44
Iowa,9/26/2020,633,,126,21,29,11,25,,,,133,20,54
Iowa,10/3/2020,667,,120,15,33,,30,,,,148,20,69
Iowa,10/10/2020,720,10,128,26,20,10,36,,,,146,24,92
Iowa,10/17/2020,669,,118,21,20,,32,,,,135,21,103
Iowa,10/24/2020,729,,130,30,27,,29,,11,,156,22,114
Iowa,10/31/2020,709,,120,21,38,,22,,,,151,33,121
Iowa,11/7/2020,788,,105,18,32,,34,13,,11,143,24,222
Iowa,11/14/2020,734,,106,14,30,14,31,,11,,102,31,226
Iowa,11/21/2020,481,,54,,23,,21,,,,62,,163
Kansas,1/5/2019,588,,105,16,18,11,48,14,14,11,147,29,0
Kansas,1/12/2019,553,10,113,15,11,16,49,,12,,126,15,0
Kansas,1/19/2019,511,,103,28,16,17,30,,,,113,15,0
Kansas,1/26/2019,541,,99,23,22,,39,,11,,121,27,0
Kansas,2/2/2019,568,,113,18,18,14,40,11,,14,117,25,0
Kansas,2/9/2019,548,,124,20,16,,51,,14,,105,22,0
Kansas,2/16/2019,523,,94,25,22,21,29,,,,114,26,0
Kansas,2/23/2019,563,,115,14,19,13,43,11,12,,134,25,0
Kansas,3/2/2019,547,,97,16,20,21,34,,14,12,130,21,0
Kansas,3/9/2019,580,,94,18,24,11,33,14,10,10,146,29,0
Kansas,3/16/2019,557,,111,17,15,20,28,,13,15,124,26,0
Kansas,3/23/2019,533,,112,14,18,13,38,,,,113,23,0
Kansas,3/30/2019,538,,97,19,13,20,39,10,12,,120,25,0
Kansas,4/6/2019,517,,92,,18,12,35,,13,11,135,27,0
Kansas,4/13/2019,516,,100,19,13,16,45,,,,121,28,0
Kansas,4/20/2019,482,,95,13,10,,33,,11,,108,27,0
Kansas,4/27/2019,488,,104,21,22,,33,,10,11,105,27,0
Kansas,5/4/2019,506,10,105,15,11,,28,,10,14,117,20,0
Kansas,5/11/2019,506,,108,20,21,10,28,,,12,115,18,0
Kansas,5/18/2019,493,,89,18,14,,24,,16,,118,19,0
Kansas,5/25/2019,488,,85,11,11,,23,,10,10,131,23,0
Kansas,6/1/2019,483,,101,10,14,10,36,,,,102,25,0
Kansas,6/8/2019,502,,106,21,12,,32,,15,,111,25,0
Kansas,6/15/2019,473,,108,18,11,,32,,,,109,22,0
Kansas,6/22/2019,489,,105,19,,,35,,14,13,114,20,0
Kansas,6/29/2019,532,,97,20,13,,37,10,14,12,101,33,0
Kansas,7/6/2019,487,,91,21,14,,33,,,11,115,21,0
Kansas,7/13/2019,491,,108,12,,,33,,10,10,109,16,0
Kansas,7/20/2019,479,,103,18,18,,33,12,,,99,17,0
Kansas,7/27/2019,482,,105,11,15,,30,,10,,97,19,0
Kansas,8/3/2019,481,,94,13,17,,32,,15,,113,13,0
Kansas,8/10/2019,479,,97,21,,,19,,,14,100,23,0
Kansas,8/17/2019,464,,90,12,11,,25,,11,,112,20,0
Kansas,8/24/2019,458,,88,16,12,10,33,11,,11,98,17,0
Kansas,8/31/2019,442,,103,14,14,,26,,,,99,24,0
Kansas,9/7/2019,523,,122,16,19,,36,12,,14,104,19,0
Kansas,9/14/2019,490,,113,10,17,,30,,11,,117,19,0
Kansas,9/21/2019,495,,99,19,15,11,25,10,,10,111,19,0
Kansas,9/28/2019,498,,114,22,12,,35,10,11,,94,22,0
Kansas,10/5/2019,497,,107,15,17,,41,13,,,96,25,0
Kansas,10/12/2019,490,,93,12,14,,36,,12,,113,30,0
Kansas,10/19/2019,518,,102,16,25,,23,11,13,,106,24,0
Kansas,10/26/2019,532,,122,24,17,,27,,11,12,96,21,0
Kansas,11/2/2019,495,,105,14,19,,26,,10,13,111,29,0
Kansas,11/9/2019,524,11,122,20,13,,29,,10,,111,29,0
Kansas,11/16/2019,530,,97,21,10,10,20,,17,,123,27,0
Kansas,11/23/2019,547,,103,15,13,11,33,13,,13,134,29,0
Kansas,11/30/2019,461,,101,,23,,28,,13,,101,25,0
Kansas,12/7/2019,536,,98,19,23,17,32,,,,109,30,0
Kansas,12/14/2019,567,,116,19,28,11,38,,13,,125,20,0
Kansas,12/21/2019,515,,103,12,19,,36,13,,,115,28,0
Kansas,12/28/2019,557,,106,19,26,17,53,,13,,123,30,0
Kansas,1/4/2020,591,,89,14,18,23,56,12,13,,136,25,0
Kansas,1/11/2020,560,,109,20,,21,43,10,10,,123,23,0
Kansas,1/18/2020,576,12,111,17,23,17,37,,11,10,116,25,0
Kansas,1/25/2020,572,,101,19,19,19,33,,,,126,24,0
Kansas,2/1/2020,547,,99,11,26,17,35,13,14,11,118,16,0
Kansas,2/8/2020,503,,89,17,20,12,31,,15,10,118,26,0
Kansas,2/15/2020,574,,123,,,19,41,15,13,,133,27,0
Kansas,2/22/2020,559,,113,18,25,20,32,11,,,110,35,0
Kansas,2/29/2020,548,,100,24,25,23,38,11,12,11,103,20,0
Kansas,3/7/2020,575,,84,18,20,29,30,12,,,123,29,0
Kansas,3/14/2020,522,,84,21,12,22,40,,,,114,31,
Kansas,3/21/2020,514,,85,16,21,20,29,11,,,128,21,
Kansas,3/28/2020,523,11,98,23,23,14,31,12,,11,109,28,
Kansas,4/4/2020,547,,102,13,23,,32,12,,,100,29,20
Kansas,4/11/2020,525,,89,22,13,15,34,,,,106,17,32
Kansas,4/18/2020,546,,106,22,15,,29,,,,132,25,38
Kansas,4/25/2020,541,,112,26,16,,21,,,,119,31,20
Kansas,5/2/2020,524,,91,20,18,,27,,10,,124,15,21
Kansas,5/9/2020,505,,96,16,14,11,29,,,,105,25,27
Kansas,5/16/2020,529,,97,21,19,,26,10,,,118,15,23
Kansas,5/23/2020,518,,95,11,14,,24,,,13,125,22,
Kansas,5/30/2020,506,,98,22,22,,39,,,,120,16,14
Kansas,6/6/2020,499,,92,20,15,,28,,,,110,18,16
Kansas,6/13/2020,515,,101,23,23,,20,,10,13,103,33,
Kansas,6/20/2020,507,,68,30,15,,23,,,,110,20,18
Kansas,6/27/2020,521,,103,24,22,,29,,14,,102,20,16
Kansas,7/4/2020,561,,127,27,22,,30,,14,14,113,22,12
Kansas,7/11/2020,503,,104,15,20,,27,,11,,90,22,13
Kansas,7/18/2020,517,,83,18,10,,27,11,,19,111,23,19
Kansas,7/25/2020,539,,105,28,17,,36,,,14,109,18,32
Kansas,8/1/2020,543,,103,28,16,,25,,14,14,100,13,39
Kansas,8/8/2020,599,12,96,14,25,,29,12,11,13,125,34,31
Kansas,8/15/2020,576,,123,14,18,,37,,,24,113,29,38
Kansas,8/22/2020,512,,83,26,22,,19,,11,16,95,21,34
Kansas,8/29/2020,529,12,89,11,13,,31,,,24,113,21,45
Kansas,9/5/2020,563,,120,14,12,10,30,,,31,113,21,36
Kansas,9/12/2020,579,11,84,17,21,,42,,15,20,115,21,47
Kansas,9/19/2020,549,,104,25,16,,24,10,11,21,108,17,46
Kansas,9/26/2020,594,,99,11,17,,24,,13,29,118,25,52
Kansas,10/3/2020,576,,107,21,14,,26,,10,34,112,38,64
Kansas,10/10/2020,633,,103,20,20,11,24,,20,39,113,22,80
Kansas,10/17/2020,630,,112,17,14,,38,,11,31,99,29,91
Kansas,10/24/2020,649,,115,26,16,,31,12,,28,101,25,107
Kansas,10/31/2020,561,,108,21,15,,27,,,27,83,24,81
Kansas,11/7/2020,640,,91,17,16,,33,10,13,32,91,26,115
Kansas,11/14/2020,640,,117,16,27,11,23,,,20,85,26,132
Kansas,11/21/2020,546,,92,11,16,,24,,,25,93,21,130
Kentucky,1/5/2019,977,13,197,28,48,20,67,22,14,,211,49,0
Kentucky,1/12/2019,1036,23,223,29,31,29,66,23,21,17,240,48,0
Kentucky,1/19/2019,968,10,211,33,35,19,71,12,19,,209,45,0
Kentucky,1/26/2019,989,22,197,38,38,11,83,23,24,,217,50,0
Kentucky,2/2/2019,935,14,187,40,32,19,81,18,26,13,194,48,0
Kentucky,2/9/2019,980,16,205,30,36,20,91,26,19,13,199,37,0
Kentucky,2/16/2019,948,15,183,30,35,21,71,21,21,10,218,50,0
Kentucky,2/23/2019,1024,17,180,28,35,23,72,18,26,17,247,39,0
Kentucky,3/2/2019,1039,34,202,35,36,23,89,,23,16,219,58,0
Kentucky,3/9/2019,1061,18,205,38,46,37,65,17,15,13,234,58,0
Kentucky,3/16/2019,942,14,183,30,31,39,72,23,27,13,224,32,0
Kentucky,3/23/2019,976,20,208,30,31,23,69,22,19,13,216,36,0
Kentucky,3/30/2019,1014,18,201,41,26,22,78,21,33,12,233,43,0
Kentucky,4/6/2019,971,19,181,24,26,16,76,29,19,16,220,39,0
Kentucky,4/13/2019,957,16,186,41,23,18,86,18,14,11,230,46,0
Kentucky,4/20/2019,976,11,203,29,31,22,77,20,13,11,193,57,0
Kentucky,4/27/2019,910,16,183,36,32,26,55,15,18,15,210,38,0
Kentucky,5/4/2019,909,14,167,29,28,17,79,22,22,,204,44,0
Kentucky,5/11/2019,936,17,184,41,30,16,68,19,18,15,191,55,0
Kentucky,5/18/2019,904,17,189,30,28,16,59,10,15,19,202,52,0
Kentucky,5/25/2019,896,18,170,24,29,11,60,18,13,15,201,37,0
Kentucky,6/1/2019,861,22,201,33,22,,63,16,,12,161,40,0
Kentucky,6/8/2019,886,15,175,32,40,10,58,16,20,,209,35,0
Kentucky,6/15/2019,934,19,211,27,38,18,55,20,19,12,195,38,0
Kentucky,6/22/2019,910,13,205,28,24,10,66,20,21,,195,51,0
Kentucky,6/29/2019,927,12,215,33,28,15,68,13,25,11,203,33,0
Kentucky,7/6/2019,905,20,185,25,35,15,47,15,16,12,205,41,0
Kentucky,7/13/2019,885,17,223,24,27,,68,10,18,12,178,30,0
Kentucky,7/20/2019,862,14,196,29,33,,53,20,17,14,186,31,0
Kentucky,7/27/2019,857,22,194,35,25,11,48,13,19,16,178,29,0
Kentucky,8/3/2019,876,22,198,30,36,13,60,16,17,,174,46,0
Kentucky,8/10/2019,870,13,202,18,24,13,63,16,15,,183,39,0
Kentucky,8/17/2019,862,19,180,27,22,12,55,18,26,14,174,45,0
Kentucky,8/24/2019,887,16,190,35,20,14,51,10,19,11,193,42,0
Kentucky,8/31/2019,865,17,187,26,29,14,58,12,12,14,198,52,0
Kentucky,9/7/2019,875,19,183,25,29,,67,25,17,,182,37,0
Kentucky,9/14/2019,900,22,204,24,31,,74,16,19,15,199,34,0
Kentucky,9/21/2019,877,21,170,26,27,18,58,12,24,10,209,29,0
Kentucky,9/28/2019,929,23,183,26,36,17,72,18,17,16,201,36,0
Kentucky,10/5/2019,883,16,189,29,34,,61,18,17,13,183,38,0
Kentucky,10/12/2019,903,15,197,29,28,,64,23,16,13,195,35,0
Kentucky,10/19/2019,967,20,186,37,31,14,69,18,19,22,226,40,0
Kentucky,10/26/2019,931,23,172,31,45,15,61,24,27,15,193,45,0
Kentucky,11/2/2019,894,14,189,31,27,11,55,27,13,13,204,43,0
Kentucky,11/9/2019,882,16,193,32,26,10,58,23,19,14,185,39,0
Kentucky,11/16/2019,945,19,151,27,32,10,66,23,16,21,232,54,0
Kentucky,11/23/2019,1009,18,198,28,40,16,67,25,31,18,219,55,0
Kentucky,11/30/2019,931,16,197,26,30,10,63,19,24,10,212,44,0
Kentucky,12/7/2019,937,21,167,25,23,18,82,12,22,16,234,42,0
Kentucky,12/14/2019,962,20,214,34,29,19,66,19,23,12,197,39,0
Kentucky,12/21/2019,1004,16,211,42,32,20,65,11,16,15,222,51,0
Kentucky,12/28/2019,1089,20,197,43,48,21,89,13,13,23,242,56,0
Kentucky,1/4/2020,1093,18,210,50,38,30,91,14,27,,222,48,0
Kentucky,1/11/2020,1056,21,201,36,30,24,74,27,16,,249,51,0
Kentucky,1/18/2020,1040,28,195,35,34,38,68,15,17,13,218,41,0
Kentucky,1/25/2020,942,17,184,22,33,25,85,18,23,15,187,54,0
Kentucky,2/1/2020,977,,206,31,30,20,73,12,13,14,189,40,0
Kentucky,2/8/2020,956,18,170,30,33,27,77,19,17,12,197,41,0
Kentucky,2/15/2020,954,23,200,35,26,17,65,17,22,12,198,34,0
Kentucky,2/22/2020,992,14,217,35,42,23,75,18,18,22,227,30,0
Kentucky,2/29/2020,1018,17,210,31,30,24,74,20,23,12,233,43,0
Kentucky,3/7/2020,1007,13,179,24,34,17,71,26,18,17,251,36,0
Kentucky,3/14/2020,1020,13,198,23,34,29,66,16,14,13,231,55,0
Kentucky,3/21/2020,948,23,200,21,24,32,85,16,18,17,219,37,
Kentucky,3/28/2020,936,14,173,32,33,25,64,26,20,,197,42,
Kentucky,4/4/2020,1046,23,213,34,34,17,80,18,20,13,217,37,47
Kentucky,4/11/2020,1026,24,196,32,32,23,74,13,15,14,194,34,53
Kentucky,4/18/2020,959,23,164,34,30,14,72,20,18,14,203,33,57
Kentucky,4/25/2020,973,18,160,23,35,19,63,17,14,,205,41,64
Kentucky,5/2/2020,995,22,199,26,30,10,54,14,11,16,208,41,47
Kentucky,5/9/2020,1004,18,202,23,25,13,49,22,13,17,210,51,61
