jurisdiction,week_end_date,all_cause,septicemia,cancer,diabetes,Alzheimers,influenza_pneumonia,chronic_LRD,other_respiratory,kidney,NEC,heart_disease,CBVD
Delaware,10/4/2014,162,,48,,,,,,,,31,
Delaware,10/11/2014,167,,48,,,,,,,0,38,10
Delaware,10/18/2014,161,,42,,,,,,,,40,
Delaware,10/25/2014,160,,33,,,,10,,,,39,
Delaware,11/1/2014,160,,39,,,,12,,,,33,13
Delaware,11/8/2014,153,,39,11,,,,,0,0,30,
Delaware,11/15/2014,169,,32,,,,,,,0,40,10
Delaware,11/22/2014,161,,43,,,,15,0,,0,36,
Delaware,11/29/2014,171,,40,,,,,,,,44,10
Delaware,12/6/2014,166,,35,,,,,,,0,46,10
Delaware,12/13/2014,179,0,39,,,,,,,,57,
Delaware,12/20/2014,177,,35,,,,10,,,,46,10
Delaware,12/27/2014,169,,27,,,,,,,,46,15
Delaware,1/3/2015,193,,57,,,,,,,,47,
Delaware,1/10/2015,234,,36,,,11,13,,,,64,
Delaware,1/17/2015,213,,34,,,10,11,,,,49,
Delaware,1/24/2015,180,,39,,,,11,,,,39,13
Delaware,1/31/2015,199,,43,,11,12,16,0,,,42,
Delaware,2/7/2015,169,,42,,,,,,,0,40,
Delaware,2/14/2015,180,,33,,11,,11,,,,42,12
Delaware,2/21/2015,197,0,45,,,,11,,,0,54,11
Delaware,2/28/2015,178,,43,,,,18,0,,0,30,12
Delaware,3/7/2015,168,,33,,,,11,,0,,40,13
Delaware,3/14/2015,171,,38,,,,13,,,0,40,
Delaware,3/21/2015,160,,34,,,,10,,,,29,11
Delaware,3/28/2015,168,,47,,,,,,,,43,
Delaware,4/4/2015,174,,49,,,,,,,0,36,
Delaware,4/11/2015,175,,36,,,0,,,,,47,10
Delaware,4/18/2015,167,,43,,10,,,,,0,43,10
Delaware,4/25/2015,167,,29,,,,13,0,,0,43,11
Delaware,5/2/2015,174,,32,,,,14,,,,46,
Delaware,5/9/2015,177,,42,,,,,,,,51,
Delaware,5/16/2015,149,,52,,,,13,,,0,27,
Delaware,5/23/2015,150,,37,,,,13,0,,0,33,
Delaware,5/30/2015,150,0,37,,,,,,,0,39,10
Delaware,6/6/2015,128,,37,,,,,,0,,31,
Delaware,6/13/2015,162,,34,,,,11,,,,35,11
Delaware,6/20/2015,169,,43,,,,,0,,,33,16
Delaware,6/27/2015,142,,45,0,0,,,,,,28,13
Delaware,7/4/2015,160,,44,,,,14,,,,34,
Delaware,7/11/2015,155,,31,,,,,,,,43,
Delaware,7/18/2015,167,,34,,,,,,,,37,12
Delaware,7/25/2015,164,,42,,,,,,,,26,10
Delaware,8/1/2015,132,,37,,,,,,,0,23,10
Delaware,8/8/2015,148,,38,,,,,,,,33,10
Delaware,8/15/2015,157,,29,,,,,,,,37,
Delaware,8/22/2015,144,,37,,,,,,,0,20,13
Delaware,8/29/2015,171,,36,,,,,,,0,45,
Delaware,9/5/2015,147,,45,,,,,,,0,35,
Delaware,9/12/2015,170,,32,,,0,,,,,46,13
Delaware,9/19/2015,142,,28,,,,,0,,0,43,
Delaware,9/26/2015,157,,39,,,,11,,,0,30,
Delaware,10/3/2015,160,,39,,,,,,,0,42,
Delaware,10/10/2015,153,0,34,,,,15,,,0,28,
Delaware,10/17/2015,148,,32,0,,,10,0,,,33,
Delaware,10/24/2015,172,,39,,,,11,,,0,40,15
Delaware,10/31/2015,160,,42,,,,11,,,0,29,11
Delaware,11/7/2015,161,,32,,,,,,,0,28,16
Delaware,11/14/2015,161,,40,,,,,,,,34,
Delaware,11/21/2015,168,0,40,,,,,0,,0,33,14
Delaware,11/28/2015,157,,40,,,,,,,0,38,10
Delaware,12/5/2015,146,0,35,,,,11,,,,34,
Delaware,12/12/2015,155,,38,,,0,20,,,,27,
Delaware,12/19/2015,170,,47,,,,14,,,,32,12
Delaware,12/26/2015,154,,32,,10,,11,,,0,28,13
Delaware,1/2/2016,152,,36,,,,14,,,,34,
Delaware,1/9/2016,195,,38,0,10,,17,,,,47,15
Delaware,1/16/2016,190,,45,10,,,13,,,,43,
Delaware,1/23/2016,180,,42,,10,,19,,,,45,13
Delaware,1/30/2016,190,,32,,13,,17,,,,47,13
Delaware,2/6/2016,179,,46,,,,17,0,,0,29,14
Delaware,2/13/2016,171,,42,,,,,,,,44,
Delaware,2/20/2016,178,,52,,,,,,,,36,
Delaware,2/27/2016,162,,42,,,,,,,0,35,10
Delaware,3/5/2016,163,,37,,,,,,,0,37,
Delaware,3/12/2016,190,,40,,,,10,0,,,45,
Delaware,3/19/2016,202,,50,,,,12,,,,50,18
Delaware,3/26/2016,177,,35,,,,12,,,,41,
Delaware,4/2/2016,193,,47,,,,19,,,,40,
Delaware,4/9/2016,159,,36,,,,15,,,,31,
Delaware,4/16/2016,169,,40,,,,10,,,,40,10
Delaware,4/23/2016,176,,37,,11,,13,,,,31,11
Delaware,4/30/2016,147,,37,,,,12,,,0,34,
Delaware,5/7/2016,150,,39,,,,,,,0,29,
Delaware,5/14/2016,169,,38,,,,14,,,,35,11
Delaware,5/21/2016,150,,29,,,,10,,,,32,
Delaware,5/28/2016,176,,42,,,,12,,,,36,
Delaware,6/4/2016,168,,50,,,,,,,0,30,12
Delaware,6/11/2016,173,,53,,,,,,,,37,16
Delaware,6/18/2016,166,,48,,,0,,,,,40,
Delaware,6/25/2016,143,,31,,,,,,,,35,
Delaware,7/2/2016,165,,30,,,,14,,,,31,
Delaware,7/9/2016,163,,40,,,,11,,,,35,
Delaware,7/16/2016,158,,39,,,,,0,,0,30,12
Delaware,7/23/2016,165,,35,,,,11,,,0,43,11
Delaware,7/30/2016,147,,37,,,,10,,,,31,
Delaware,8/6/2016,148,,42,,,,,0,,0,28,11
Delaware,8/13/2016,196,,56,,,,13,,,,39,
Delaware,8/20/2016,171,,38,,,,,,,,53,
Delaware,8/27/2016,151,,43,,,0,,,,,34,
Delaware,9/3/2016,164,,42,,,,,,,0,30,11
Delaware,9/10/2016,187,0,56,,,,,,,,45,
Delaware,9/17/2016,164,,31,,,,,,,,35,
Delaware,9/24/2016,182,,43,,,,15,,,,38,10
Delaware,10/1/2016,164,,37,,,0,11,,,,39,
Delaware,10/8/2016,172,,51,,,,10,,,,37,
Delaware,10/15/2016,161,,30,,10,,,,,,44,16
Delaware,10/22/2016,196,,51,,,,11,,,0,43,14
Delaware,10/29/2016,166,,28,,,,,,,,40,13
Delaware,11/5/2016,181,,47,,,,12,,,,40,
Delaware,11/12/2016,183,0,44,10,,,,,,,33,17
Delaware,11/19/2016,190,,46,,,0,,,,0,51,10
Delaware,11/26/2016,162,,34,,,,,,,,31,13
Delaware,12/3/2016,171,,36,,,,11,,,,40,13
Delaware,12/10/2016,182,,45,,,,,,,,35,12
Delaware,12/17/2016,179,,43,,11,,10,,,,33,
Delaware,12/24/2016,178,,38,,11,0,12,,,,32,13
Delaware,12/31/2016,185,,36,,12,,11,,,,48,11
Delaware,1/7/2017,197,,34,,10,,14,,,,42,13
Delaware,1/14/2017,212,,42,,11,,10,,,0,41,19
Delaware,1/21/2017,207,,34,,12,,14,,,,46,11
Delaware,1/28/2017,194,,45,,,,11,0,,,38,14
Delaware,2/4/2017,191,,40,,,,,,,,38,16
Delaware,2/11/2017,195,,43,,14,,17,,,,35,11
Delaware,2/18/2017,181,,50,,,,,0,,,45,12
Delaware,2/25/2017,178,,38,,,,,,,,48,
Delaware,3/4/2017,178,,30,,,,14,,,,33,12
Delaware,3/11/2017,147,0,27,,,,,,,,27,
Delaware,3/18/2017,203,,51,,,,16,,,,43,14
Delaware,3/25/2017,196,,48,,,,,,,0,40,11
Delaware,4/1/2017,209,,50,,,,,,,0,50,
Delaware,4/8/2017,170,,41,,,,20,0,,0,36,12
Delaware,4/15/2017,178,,27,,,,19,,,,46,11
Delaware,4/22/2017,203,,43,,,,18,,,,43,14
Delaware,4/29/2017,167,,42,,,,,,,0,38,10
Delaware,5/6/2017,161,,36,,,,15,,,0,40,
Delaware,5/13/2017,160,0,32,,,,10,,,,37,
Delaware,5/20/2017,155,,25,,,,,0,,,46,10
Delaware,5/27/2017,143,,40,,,,12,,,,32,
Delaware,6/3/2017,145,,29,,,,,,,,28,14
Delaware,6/10/2017,159,,42,,,,10,0,,,32,10
Delaware,6/17/2017,147,,37,,,,,,,,35,
Delaware,6/24/2017,155,,37,,,,,,,,33,
Delaware,7/1/2017,171,,43,0,11,,,,,,35,11
Delaware,7/8/2017,157,0,38,,,,,,,,32,
Delaware,7/15/2017,161,,41,,,,,0,,0,34,11
Delaware,7/22/2017,167,,38,,,,,,,0,39,12
Delaware,7/29/2017,173,,32,,,,,,,,49,13
Delaware,8/5/2017,154,,33,,,,,0,,,37,13
Delaware,8/12/2017,163,,29,,,,14,,,,35,14
Delaware,8/19/2017,158,,50,,,0,,,,,34,10
Delaware,8/26/2017,170,,46,,,,,,,,34,13
Delaware,9/2/2017,159,0,39,,,0,,,,,35,13
Delaware,9/9/2017,171,,41,,10,,,,,,45,
Delaware,9/16/2017,153,,49,,,0,11,,,0,24,12
Delaware,9/23/2017,155,,43,,,0,,,,0,27,10
Delaware,9/30/2017,170,,39,,,,,,,,37,15
Delaware,10/7/2017,167,0,38,,,,,0,,,46,13
Delaware,10/14/2017,178,,42,,,,13,,,0,44,10
Delaware,10/21/2017,155,,26,,,,,,,,35,11
Delaware,10/28/2017,155,,50,,,,10,0,,,32,
Delaware,11/4/2017,175,,46,,,,,,,,41,10
Delaware,11/11/2017,167,,39,,,,,,,,39,13
Delaware,11/18/2017,199,,41,,10,,14,,,,37,
Delaware,11/25/2017,204,,44,,,,15,,,,45,13
Delaware,12/2/2017,193,,41,,11,,,,,0,39,14
Delaware,12/9/2017,199,,54,,,,11,,,,42,
Delaware,12/16/2017,196,,38,,10,,12,,,,49,15
Delaware,12/23/2017,219,,52,,10,,,,,,38,13
Delaware,12/30/2017,181,,48,,,,14,0,,0,32,11
Delaware,1/6/2018,221,,42,,10,,10,,,,57,15
Delaware,1/13/2018,188,,40,,,,,,,0,56,11
Delaware,1/20/2018,207,,56,,,,15,,,0,46,10
Delaware,1/27/2018,210,,41,,14,,,,,,57,
Delaware,2/3/2018,172,0,34,,10,,,,,,40,
Delaware,2/10/2018,184,,43,,,13,11,,,0,37,14
Delaware,2/17/2018,216,,51,,10,10,13,,,,51,11
Delaware,2/24/2018,215,,38,,,10,,,,,51,14
Delaware,3/3/2018,190,,35,,,,13,,,0,47,
Delaware,3/10/2018,201,,44,,14,,20,,,,45,
Delaware,3/17/2018,169,,38,,,,,,,,35,13
Delaware,3/24/2018,193,,36,,,,10,,,,46,13
Delaware,3/31/2018,212,,51,,,,14,,,,43,13
Delaware,4/7/2018,179,,37,,,,19,,,,39,
Delaware,4/14/2018,212,,51,,,,16,,,0,44,17
Delaware,4/21/2018,188,,40,,,,10,,,,38,17
Delaware,4/28/2018,167,,34,,,,,,,,40,13
Delaware,5/5/2018,164,,36,,,,,,,,38,11
Delaware,5/12/2018,172,0,41,,11,,10,,,,32,12
Delaware,5/19/2018,178,,36,,,0,14,,,,42,15
Delaware,5/26/2018,188,,41,,15,0,,,,0,33,17
Delaware,6/2/2018,153,,30,,,,10,,,0,36,
Delaware,6/9/2018,190,0,50,,,0,,,,,48,13
Delaware,6/16/2018,165,,39,,,,,,,,38,
Delaware,6/23/2018,173,0,33,,,,,0,,0,40,14
Delaware,6/30/2018,181,,45,,,0,13,,,0,41,10
Delaware,7/7/2018,190,,45,,,,11,,,,43,11
Delaware,7/14/2018,156,0,38,,,0,10,0,,0,29,10
Delaware,7/21/2018,198,,37,,11,,,,,,48,14
Delaware,7/28/2018,160,0,34,,10,,,,,0,39,10
Delaware,8/4/2018,154,0,33,,,,,,,0,29,14
Delaware,8/11/2018,191,,44,,,,12,,,0,42,14
Delaware,8/18/2018,154,,29,,,,10,,,,39,10
Delaware,8/25/2018,189,,47,,,,15,,,0,42,
Delaware,9/1/2018,177,,41,,17,,,,,,42,
Delaware,9/8/2018,156,,22,,,,,,,0,33,11
Delaware,9/15/2018,161,,34,,12,,,,,,33,10
Delaware,9/22/2018,160,,48,,,,,,,,27,12
Delaware,9/29/2018,178,0,31,,,,13,,,,35,15
Delaware,10/6/2018,170,,29,,,,,,,,36,16
Delaware,10/13/2018,185,,52,11,,,,,,,27,14
Delaware,10/20/2018,175,,32,,,,17,,0,0,29,15
Delaware,10/27/2018,165,,43,,,,10,,,,26,13
Delaware,11/3/2018,168,,47,,11,,10,,,,30,
Delaware,11/10/2018,193,,49,,,,12,,,,27,16
Delaware,11/17/2018,219,,50,,13,,20,,,,51,10
Delaware,11/24/2018,171,,38,,,,,,,0,40,11
Delaware,12/1/2018,169,0,32,,10,,,,,,32,16
Delaware,12/8/2018,161,,33,,,,,,,,35,18
Delaware,12/15/2018,186,,33,,,,,,,,54,16
Delaware,12/22/2018,185,,48,,,,,,,0,39,
Delaware,12/29/2018,205,,39,,10,,13,,,,45,10
District of Columbia,1/4/2014,65,,16,,,,,0,,,13,0
District of Columbia,1/11/2014,101,,36,,,,,,,,27,
District of Columbia,1/18/2014,112,,24,,,,,,,,25,
District of Columbia,1/25/2014,102,,23,,,,,,,0,27,
District of Columbia,2/1/2014,107,0,23,,,,,,0,0,33,
District of Columbia,2/8/2014,113,0,28,,0,,,,0,,37,
District of Columbia,2/15/2014,118,,25,,0,,,,,,35,
District of Columbia,2/22/2014,106,,22,,,,,,,,23,
District of Columbia,3/1/2014,94,,18,,,,,,0,,23,
District of Columbia,3/8/2014,106,,25,,,,,0,0,,33,
District of Columbia,3/15/2014,94,0,30,,,0,,,0,0,19,
District of Columbia,3/22/2014,101,,20,,,,,0,0,0,37,
District of Columbia,3/29/2014,103,0,21,,,,0,,0,,32,
District of Columbia,4/5/2014,113,,24,,,,,0,,,31,
District of Columbia,4/12/2014,96,0,18,,,,,0,,0,28,
District of Columbia,4/19/2014,106,,27,,,,,0,,0,29,
District of Columbia,4/26/2014,102,,25,,,,,,0,0,16,
District of Columbia,5/3/2014,106,,24,,,,,,0,0,26,
District of Columbia,5/10/2014,104,,25,,,,,0,0,0,30,
District of Columbia,5/17/2014,92,,19,,,,,0,,,25,
District of Columbia,5/24/2014,99,,26,,,,,,0,0,23,
District of Columbia,5/31/2014,105,0,24,,,0,,,0,,26,
District of Columbia,6/7/2014,104,,23,,0,,,,0,0,24,
District of Columbia,6/14/2014,116,,30,,,,,,0,,31,
District of Columbia,6/21/2014,110,,30,,,,,,,,24,
District of Columbia,6/28/2014,113,,22,0,,,,,0,0,32,
District of Columbia,7/5/2014,88,,23,,,,,0,,0,22,
District of Columbia,7/12/2014,115,,23,,0,,,,,,24,11
District of Columbia,7/19/2014,111,,24,,0,0,,,,,35,
District of Columbia,7/26/2014,104,,17,,0,0,,,,,24,10
District of Columbia,8/2/2014,100,,27,0,,,0,0,0,0,28,
District of Columbia,8/9/2014,88,,23,,,,,0,,0,18,
District of Columbia,8/16/2014,98,,22,0,0,0,,,0,,28,
District of Columbia,8/23/2014,100,,25,,,,,,0,0,29,
District of Columbia,8/30/2014,111,,24,,,,,,0,,35,
District of Columbia,9/6/2014,102,,22,,,,,0,0,,27,
District of Columbia,9/13/2014,99,0,21,,,,,,0,0,22,
District of Columbia,9/20/2014,109,,27,,,,,,,,30,
District of Columbia,9/27/2014,104,,27,,,,,0,0,0,31,
District of Columbia,10/4/2014,100,,32,,,,,0,0,,23,
District of Columbia,10/11/2014,123,0,28,,,,,,,,32,
District of Columbia,10/18/2014,104,,28,,,0,,,,,25,
District of Columbia,10/25/2014,97,,26,,,0,,0,,0,23,10
District of Columbia,11/1/2014,99,0,17,,,,,0,0,,29,
District of Columbia,11/8/2014,102,,30,,,,,,0,,23,
District of Columbia,11/15/2014,96,,24,,,,,0,,0,32,
District of Columbia,11/22/2014,99,0,30,,,0,0,0,,0,24,14
District of Columbia,11/29/2014,103,,20,,,,,,0,,29,
District of Columbia,12/6/2014,108,,28,,,,,,0,,35,
District of Columbia,12/13/2014,127,,24,,,,,,0,,40,
District of Columbia,12/20/2014,117,0,22,,,0,,0,0,,37,
District of Columbia,12/27/2014,111,,25,,,,,,0,,20,
District of Columbia,1/3/2015,134,0,20,,,,,0,0,,37,
District of Columbia,1/10/2015,138,,27,,,,,,,,44,
District of Columbia,1/17/2015,145,,35,,,,,,,0,34,
District of Columbia,1/24/2015,103,0,30,,,,,,,0,34,
District of Columbia,1/31/2015,134,,25,,,,,,,,38,
District of Columbia,2/7/2015,119,,27,0,,0,,,,0,25,
District of Columbia,2/14/2015,122,,17,,,,,,,,44,
District of Columbia,2/21/2015,113,,20,,,,,,,,37,
District of Columbia,2/28/2015,120,,29,,,,,,0,0,30,11
District of Columbia,3/7/2015,99,,19,,,,,,,,25,
District of Columbia,3/14/2015,129,0,28,,,,,,,,39,
District of Columbia,3/21/2015,119,,31,,0,,,,,,29,
District of Columbia,3/28/2015,123,,23,,,,,,,,29,13
District of Columbia,4/4/2015,114,,21,,,,,,,,37,
District of Columbia,4/11/2015,114,,18,,0,,,,,,30,
District of Columbia,4/18/2015,116,,26,,0,,,0,,,34,
District of Columbia,4/25/2015,102,,19,,,,,,,,23,
District of Columbia,5/2/2015,111,,23,,,,,0,0,0,29,10
District of Columbia,5/9/2015,100,,22,,,,,0,0,,26,
District of Columbia,5/16/2015,90,,14,,,,,,,,26,
District of Columbia,5/23/2015,87,,25,,,,,0,,0,17,
District of Columbia,5/30/2015,101,,22,,,,,0,,0,18,
District of Columbia,6/6/2015,91,,24,,0,0,,,0,,20,
District of Columbia,6/13/2015,92,0,31,,,,,0,0,,15,
District of Columbia,6/20/2015,113,,28,,,,,,0,0,20,
District of Columbia,6/27/2015,104,,19,,,,,,0,,21,
District of Columbia,7/4/2015,111,,27,,0,,,0,,,26,
District of Columbia,7/11/2015,112,,31,,0,,,,,,21,11
District of Columbia,7/18/2015,93,,24,,,,,,,,30,
District of Columbia,7/25/2015,104,,32,,,0,,,,,19,
District of Columbia,8/1/2015,101,0,25,,,,,,,0,23,
District of Columbia,8/8/2015,96,,24,,,,,,0,0,22,
District of Columbia,8/15/2015,116,,21,,,,,,0,0,30,
District of Columbia,8/22/2015,122,,27,,,,,,,,19,
District of Columbia,8/29/2015,104,,26,0,,,,,,,25,
District of Columbia,9/5/2015,100,,20,,,,,0,,,19,
District of Columbia,9/12/2015,90,0,14,,,,,0,,,24,
District of Columbia,9/19/2015,105,,16,,0,,0,0,,,25,10
District of Columbia,9/26/2015,100,,28,,,0,,0,0,,22,
District of Columbia,10/3/2015,100,,23,,,,,,,,21,
District of Columbia,10/10/2015,104,,31,,,0,,0,0,,20,
District of Columbia,10/17/2015,113,,20,,,,,,,,28,11
District of Columbia,10/24/2015,129,,26,,,,0,,,,28,
District of Columbia,10/31/2015,108,0,28,,,0,,,,0,26,
District of Columbia,11/7/2015,113,,19,0,,0,,,0,0,30,
District of Columbia,11/14/2015,103,,27,,,,,0,0,,25,
District of Columbia,11/21/2015,105,,22,,,,,,0,0,23,
District of Columbia,11/28/2015,117,,25,,,,,0,,,22,
District of Columbia,12/5/2015,119,,28,,,,,0,,,25,
District of Columbia,12/12/2015,101,,22,,0,,,0,,,30,
District of Columbia,12/19/2015,114,,33,,,,,,,0,25,
District of Columbia,12/26/2015,105,,19,,,0,,,0,0,24,
District of Columbia,1/2/2016,90,0,17,,,,,,,,23,
District of Columbia,1/9/2016,99,0,20,,,,,0,,0,26,
District of Columbia,1/16/2016,118,,25,,,,,,,0,38,
District of Columbia,1/23/2016,111,,24,,,,,,0,,25,13
District of Columbia,1/30/2016,111,0,27,,,,,,,0,33,
District of Columbia,2/6/2016,122,,17,,,,,,,,35,
District of Columbia,2/13/2016,117,,25,,,,,,,,32,
District of Columbia,2/20/2016,126,,34,,,0,,,0,0,31,
District of Columbia,2/27/2016,93,0,19,,,,,,0,,20,
District of Columbia,3/5/2016,125,,22,,0,,,0,,,41,
District of Columbia,3/12/2016,125,,27,,,,,0,,0,43,
District of Columbia,3/19/2016,104,0,16,,,,,0,0,,32,
District of Columbia,3/26/2016,121,,25,,,,,0,0,,33,
District of Columbia,4/2/2016,126,,27,,,,,,,,33,
District of Columbia,4/9/2016,123,0,25,,,,,0,,,25,
District of Columbia,4/16/2016,110,,28,,,,,,,0,24,
District of Columbia,4/23/2016,130,,22,,,,,,,,35,
District of Columbia,4/30/2016,122,,25,,,0,,,,,31,
District of Columbia,5/7/2016,115,,42,,0,,,,0,,30,
District of Columbia,5/14/2016,99,,18,,,,,0,0,0,21,
District of Columbia,5/21/2016,105,,31,,0,,,,0,0,20,
District of Columbia,5/28/2016,105,,21,0,0,,,0,0,0,28,11
District of Columbia,6/4/2016,100,,29,,,,,,,0,22,
District of Columbia,6/11/2016,125,,23,,,,,,0,0,31,
District of Columbia,6/18/2016,94,,21,,,0,0,0,0,0,29,
District of Columbia,6/25/2016,121,,20,,,,,,,0,38,
District of Columbia,7/2/2016,99,0,27,,,0,,,0,,26,
District of Columbia,7/9/2016,114,,17,0,,,,,,,39,
District of Columbia,7/16/2016,99,,25,,,,,,0,,27,
District of Columbia,7/23/2016,115,0,27,,,,,,,0,29,10
District of Columbia,7/30/2016,118,,29,,,0,,0,0,0,28,
District of Columbia,8/6/2016,85,,21,,,0,,0,0,0,23,
District of Columbia,8/13/2016,127,,28,,0,,,,,,24,
District of Columbia,8/20/2016,120,,23,,,,0,,,,28,
District of Columbia,8/27/2016,111,,30,,,,,,0,,20,
District of Columbia,9/3/2016,113,0,24,,,0,,0,,0,28,
District of Columbia,9/10/2016,109,,27,0,0,,,,,0,28,
District of Columbia,9/17/2016,101,,22,,0,,,,0,,28,
District of Columbia,9/24/2016,132,0,24,,,,,,,0,30,12
District of Columbia,10/1/2016,127,,35,,,,,0,,0,24,
District of Columbia,10/8/2016,126,,30,,,,,,,,30,
District of Columbia,10/15/2016,107,,24,,,0,,0,,,27,
District of Columbia,10/22/2016,112,,21,,,,,,0,,28,
District of Columbia,10/29/2016,114,0,34,,,,,,,,28,
District of Columbia,11/5/2016,114,,21,,,,,,,,28,
District of Columbia,11/12/2016,115,,16,,,,,0,,0,27,
District of Columbia,11/19/2016,134,,33,,,,,0,0,,34,
District of Columbia,11/26/2016,123,,20,,0,0,,0,,,25,
District of Columbia,12/3/2016,138,,30,,,,,0,,,36,
District of Columbia,12/10/2016,147,,39,,,,,,,0,38,12
District of Columbia,12/17/2016,122,0,31,,,0,,,,,34,
District of Columbia,12/24/2016,144,,32,,,0,,,,0,40,
District of Columbia,12/31/2016,114,,21,,,,,0,,0,33,
District of Columbia,1/7/2017,133,0,31,,,,,,0,,24,
District of Columbia,1/14/2017,127,0,28,,,,,,,0,32,
District of Columbia,1/21/2017,125,0,19,,,,,,,,31,
District of Columbia,1/28/2017,119,0,27,,,,,0,,,24,
District of Columbia,2/4/2017,128,,21,,,0,,,,0,36,
District of Columbia,2/11/2017,123,0,24,,,,,0,,,33,14
District of Columbia,2/18/2017,147,,32,,,,,,,0,38,
District of Columbia,2/25/2017,125,,34,,,0,,,,,23,
District of Columbia,3/4/2017,133,,19,,,,,,,0,33,
District of Columbia,3/11/2017,136,,18,,,,,0,,,30,
District of Columbia,3/18/2017,115,,27,,,0,,,,0,32,
District of Columbia,3/25/2017,137,,23,,,0,,,,,35,11
District of Columbia,4/1/2017,129,0,35,,,,,0,,,33,
District of Columbia,4/8/2017,119,,25,0,,,,0,,0,34,
District of Columbia,4/15/2017,123,,26,,,,,,,,32,
District of Columbia,4/22/2017,134,,30,,,,,,,,32,
District of Columbia,4/29/2017,134,,26,,,,,,,0,31,
District of Columbia,5/6/2017,112,,29,,,,,0,0,0,18,
District of Columbia,5/13/2017,117,,23,,,,,,0,,29,
District of Columbia,5/20/2017,127,,22,,,,,,0,0,29,
District of Columbia,5/27/2017,99,,21,,0,,,,0,,27,
District of Columbia,6/3/2017,130,,22,,,,,,,,32,
District of Columbia,6/10/2017,115,,28,0,,,,,,0,18,10
District of Columbia,6/17/2017,105,0,20,,,0,,0,0,,26,
District of Columbia,6/24/2017,105,,26,,,,,,,0,24,
District of Columbia,7/1/2017,128,,20,,,,,,,0,32,
District of Columbia,7/8/2017,111,,23,,0,,,0,0,,25,
District of Columbia,7/15/2017,120,0,22,,,,,,,,31,10
District of Columbia,7/22/2017,109,,28,,0,,,0,,,19,
District of Columbia,7/29/2017,92,0,22,0,,0,,,0,0,31,
District of Columbia,8/5/2017,111,,24,,,,,,0,,27,
District of Columbia,8/12/2017,113,0,27,,0,,,0,,,35,
District of Columbia,8/19/2017,110,,21,,,,,,0,,22,
District of Columbia,8/26/2017,102,,23,,,0,,0,0,0,30,
District of Columbia,9/2/2017,118,,34,,,,,,,,27,
District of Columbia,9/9/2017,114,,25,0,0,,,,,,30,
District of Columbia,9/16/2017,113,,24,,,,,,0,,30,
District of Columbia,9/23/2017,117,0,27,,,,,,,,27,
District of Columbia,9/30/2017,121,,21,,,,,,,0,34,
District of Columbia,10/7/2017,115,,22,,,,,,,,30,
District of Columbia,10/14/2017,128,,34,,,,0,,,,31,
District of Columbia,10/21/2017,119,,24,,0,0,,,,,35,
District of Columbia,10/28/2017,101,,26,0,,,,0,,0,30,
District of Columbia,11/4/2017,98,0,24,,,,,0,0,0,26,
District of Columbia,11/11/2017,123,,31,,,,,,,,34,
District of Columbia,11/18/2017,112,,26,,,0,,0,,,30,
District of Columbia,11/25/2017,114,,33,,,0,,,,0,27,
District of Columbia,12/2/2017,116,,29,,,0,,0,,0,30,
District of Columbia,12/9/2017,129,,26,,,,,,,,35,12
District of Columbia,12/16/2017,123,,27,,,,,,,,30,
District of Columbia,12/23/2017,134,,32,,,0,,,,0,32,10
District of Columbia,12/30/2017,126,,30,,,,,,0,0,37,
District of Columbia,1/6/2018,155,,24,,,,,,0,,45,
District of Columbia,1/13/2018,157,,30,,,10,,,,,43,
District of Columbia,1/20/2018,121,,30,,,,,,,0,25,
District of Columbia,1/27/2018,136,,29,,,,,,0,,40,
District of Columbia,2/3/2018,139,0,24,,,,,,,,33,12
District of Columbia,2/10/2018,145,,41,,,,,,,0,31,13
District of Columbia,2/17/2018,130,,20,,0,,,0,,,30,12
District of Columbia,2/24/2018,95,,21,,0,,0,,,0,18,
District of Columbia,3/3/2018,127,,30,,,,,,,0,27,
District of Columbia,3/10/2018,112,0,23,,,,,,0,,32,
District of Columbia,3/17/2018,118,0,22,,,,,,,0,33,
District of Columbia,3/24/2018,112,,28,0,,,,,0,0,30,
District of Columbia,3/31/2018,135,,30,,,,,,,0,28,
District of Columbia,4/7/2018,120,,18,,,0,,,0,0,28,
District of Columbia,4/14/2018,115,,33,,,,,0,,,25,
District of Columbia,4/21/2018,109,,13,,,,,,,,28,
District of Columbia,4/28/2018,124,,31,,,,,0,,0,27,
District of Columbia,5/5/2018,135,0,27,,,,,,,,34,
District of Columbia,5/12/2018,107,,22,,,,,0,,,24,
District of Columbia,5/19/2018,104,0,30,,,,,0,0,0,24,
District of Columbia,5/26/2018,117,,30,0,,,,,,0,29,
District of Columbia,6/2/2018,106,0,17,,,0,,,0,,28,
District of Columbia,6/9/2018,113,,25,,0,,,,0,0,32,
District of Columbia,6/16/2018,114,,19,11,0,0,,,0,0,29,
District of Columbia,6/23/2018,105,,24,,,,,0,,,22,
District of Columbia,6/30/2018,121,,21,,0,,,0,,,35,
District of Columbia,7/7/2018,102,,20,,,0,,,0,0,31,
District of Columbia,7/14/2018,115,0,28,,,,,,0,,34,
District of Columbia,7/21/2018,125,,23,,,,,0,,,34,13
District of Columbia,7/28/2018,102,,22,,,,,,,0,24,
District of Columbia,8/4/2018,132,,30,,,0,,,0,,28,
District of Columbia,8/11/2018,109,,31,,,,,,,,29,
District of Columbia,8/18/2018,114,0,23,,0,0,,,,,39,
